cutoff,low_n,high_n,p_value,adjusted_p
8.56262403909987,62,550,0.207577476028426,1
8.56414948998573,63,549,0.194549987150277,1
8.56833618213375,64,548,0.168206901851789,1
8.57213175138666,65,547,0.155522774311065,1
8.57931593758001,66,546,0.151978586915013,1
8.58496250072116,67,545,0.230453670686191,1
8.58796498888268,68,544,0.216923074193162,1
8.58871463558227,69,543,0.307101954794925,1
8.58983837577219,71,541,0.404114925571946,1
8.5909612413426,72,540,0.547064540566293,1
8.59320435406329,73,539,0.684643733518546,1
8.59544398458948,75,537,0.737489137447705,1
8.59618975614441,76,536,0.65780915952633,1
8.59693514238723,77,535,0.625534653888546,1
8.61176256006487,78,534,0.588175500965461,1
8.61507783162923,79,533,0.719248877115447,1
8.61691636257881,80,532,0.685988735131469,1
8.61838550225861,81,531,0.645236252398838,1
8.62058641045188,82,530,0.565999316562228,1
8.62131930101419,83,529,0.543364165913459,1
8.62388149001346,84,528,0.542164379774509,1
8.6242471458362,85,527,0.661620273552107,1
8.62716906084185,86,526,0.637927963390605,1
8.62753388447279,87,525,0.738500579346999,1
8.62972089101726,88,524,0.670276820502833,1
8.63081315229913,89,523,0.651511530007804,1
8.63408498320074,90,522,0.626640516270994,1
8.63481105017172,91,521,0.746332821908772,1
8.63734941083314,93,519,0.652775645735272,1
8.63807383718072,94,518,0.583535301228895,1
8.64060646862391,95,517,0.54007523626273,1
8.64601861092535,96,516,0.442550799595832,1
8.65785433581572,97,515,0.421948737615624,1
8.6614218327891,98,514,0.389018517684059,1
8.66426949231891,99,513,0.350856907838472,1
8.6646250548693,100,512,0.318812662672035,1
8.67065624911844,101,511,0.404773222377756,1
8.67807190511264,102,510,0.385674331855926,1
8.68123841177781,103,509,0.347484735513723,1
8.68158981722124,104,508,0.33565995084669,1
8.68264352028029,105,507,0.301867707271241,1
8.68334556167657,106,506,0.258268066377244,1
8.68474862042163,107,505,0.222963710151875,1
8.68544963843391,108,504,0.211993283540281,1
8.68615031598089,109,503,0.195420389078913,1
8.68650052718322,110,502,0.247564819382552,1
8.68894962811967,111,501,0.31872972383084,1
