n,mean,median,sd,iqr,min,max,subgroup
144,7.28513811539998,6.36585467726208,1.82103741931576,3.22637555977627,5.03121873061072,11.4228531959443,group3
326,5.54827120646378,5.5251284007995,0.310080512365995,0.298248144078191,4.97269265400426,7.84172158112846,group4
223,5.7406567842589,5.70597790168252,0.311913262507403,0.390896737150801,5.08746284125034,6.73741636593706,shh
70,5.69917106778377,5.5774217096347,0.516895658133618,0.409781863570978,5.00898878322726,8.81153525163608,wnt
