status,cutoff_reference_n,events,censored,cox_p,cohort,cutoff_method,cutoff,n,deaths,low_n,high_n,excluded_n,logrank_p,cutoff_adjusted_p,candidate_cutoffs,hazard_ratio_high_vs_low,ci_lower,ci_upper,ph_test_p,cox_note,logrank_statistic,logrank_df,logrank_p_BH,total_retrieved,cohort_n,usable_expression,usable_clinical,used_n,warnings,coding_evidence,cox_p_BH
"complete",763,159,453,0.00476821383399239,"all","mean",6.66368630448148,612,159,397,215,151,0.00441659361810094,0.00441659361810094,1,1.57234396411651,1.14829468349744,2.15298875543313,0.266848628271543,"",8.10407163498902,1,0.00441659361810094,763,763,763,612,612,"High > mean; Low <= mean. Mean uses all finite expression values in this cohort before clinical exclusions. Unadjusted exploratory association; independent/non-informative censoring assumed.","R2 Kaplan follow-up months / 12, checked against rounded os_(years); status 1 decreases survival in R2 kaplan.js; 0 censored; per-patient status agrees with dead metadata",0.00476821383399239
