cohort,status,test,statistic,p_value,rank_biserial_metastatic_vs_m0,median_difference,n_metastatic,n_m0,p_value_BH,total_retrieved,cohort_n,usable_expression,usable_clinical,used_n,excluded_n,warnings,coding_evidence
"all","complete","Two-sided Wilcoxon rank-sum; tie-adjusted normal approximation",33615,0.470100570749537,-0.0378119990840393,-0.0490073407364502,176,397,0.901315635031709,763,763,763,573,573,190,"Rank-based distribution comparison after inspecting group sizes, variance and missingness; not necessarily a median-only effect. No age/batch adjustment.","R2 annotation and track field explicitly states met_status_(1_met__0_m0): 1=metastatic, 0=M0. No additional metastatic-stage field is present."
