status,cutoff_reference_n,events,censored,cox_p,cohort,cutoff_method,cutoff,n,deaths,low_n,high_n,excluded_n,logrank_p,cutoff_adjusted_p,candidate_cutoffs,hazard_ratio_high_vs_low,ci_lower,ci_upper,ph_test_p,cox_note,logrank_statistic,logrank_df,logrank_p_BH,total_retrieved,cohort_n,usable_expression,usable_clinical,used_n,warnings,coding_evidence,cox_p_BH
"complete",144,47,66,0.252568971995111,"group3","mean",9.71348063823973,113,47,56,57,31,0.250211991343383,0.250211991343383,1,0.712061244112668,0.397988971159827,1.27398308020868,0.794982329705204,"",1.32211966389343,1,0.500423982686766,763,144,144,113,113,"High > mean; Low <= mean. Mean uses all finite expression values in this cohort before clinical exclusions. Unadjusted exploratory association; independent/non-informative censoring assumed.","R2 Kaplan follow-up months / 12, checked against rounded os_(years); status 1 decreases survival in R2 kaplan.js; 0 censored; per-patient status agrees with dead metadata",0.505137943990221
