cohort,status,test,statistic,p_value,rank_biserial_metastatic_vs_m0,median_difference,n_metastatic,n_m0,p_value_BH,total_retrieved,cohort_n,usable_expression,usable_clinical,used_n,excluded_n,warnings,coding_evidence
"all","complete","Two-sided Wilcoxon rank-sum; tie-adjusted normal approximation",36743.5,0.322947095080366,0.0517374627891001,0.0212464064652398,176,397,0.645894190160733,763,763,763,573,573,190,"Rank-based distribution comparison after inspecting group sizes, variance and missingness; not necessarily a median-only effect. No age/batch adjustment.","R2 annotation and track field explicitly states met_status_(1_met__0_m0): 1=metastatic, 0=M0. No additional metastatic-stage field is present."
