cutoff,low_n,high_n,p_value,adjusted_p
8.96636124729361,27,237,0.0511875996527537,1
8.96837880137054,28,236,0.0201041874225454,1
8.98013957763916,29,235,0.0330424512477036,1
8.98413359454098,30,234,0.0513255711464684,1
8.98641093525205,31,233,0.0279609981495699,1
9.00225245173138,32,232,0.0328800834235468,1
9.00309621530405,33,231,0.0633654704349094,1
9.00982861736811,34,230,0.0899905507151364,1
9.01038823531185,35,229,0.0994138457509268,1
9.01792190799726,36,228,0.148565004225962,1
9.03011533090807,37,227,0.0791724696288059,1
9.03204572693081,38,226,0.0457403233145555,1
9.03672310600552,39,225,0.0494247451400915,1
9.03864468659333,40,224,0.070646438473993,1
9.05148086534133,41,223,0.0782140211558588,1
9.05473996697031,42,222,0.090045072804467,1
9.06285565520599,43,221,0.0539416270330419,1
9.07307041961431,44,220,0.072088313434661,1
9.07681559705083,45,219,0.0374380171764964,1
9.08294736012785,46,218,0.0424174516094265,1
9.08427691053149,47,217,0.058227190116422,1
9.08852325661663,48,216,0.0725410473712536,1
9.08878823871691,49,215,0.0430120393456408,1
9.09882166340944,50,214,0.0798694920982649,1
9.10302547637368,51,213,0.0477693430827157,1
9.1093083171837,52,212,0.066222371749838,1
9.11009175192513,53,211,0.0328250223751847,1
9.11452319739961,54,210,0.0166947468851791,1
9.11530380615212,55,209,0.0328222296425506,1
9.11764310138909,56,208,0.0535171471597317,1
9.12412131182919,57,207,0.0315226974219661,1
9.12954061806,58,206,0.0397678472212099,1
9.14491311343424,59,205,0.0428099467595362,1
9.14593214582052,60,204,0.0471007643652886,1
9.14974711950468,61,203,0.0505562316292586,1
9.1520312708074,62,202,0.0680566461645568,1
9.15658875278909,63,201,0.0453207156199594,1
9.16490692667569,64,200,0.0323641119340343,1
9.16791986555194,65,199,0.0405495159530798,1
9.17042585027251,66,198,0.0604786787975273,1
9.17966032804503,67,197,0.0388969480044209,1
9.18065511866599,68,196,0.0576470699267306,1
9.18338726124888,69,195,0.0736412012680378,1
9.1920461788533,70,194,0.0884408114254,1
9.19253940793191,71,193,0.0897501338092777,1
9.19327893552139,72,192,0.127374191829172,1
9.20236874277526,73,191,0.16580069159104,1
9.20261362014849,74,190,0.186626124123508,1
9.20310325023664,75,189,0.228684461189463,1
9.20432659894124,76,188,0.269827346256271,1
9.20652601587743,77,187,0.339092873336966,1
9.20774646687728,78,186,0.339615908227111,1
9.20969704353526,79,185,0.369977968293396,1
9.21042783040149,81,183,0.323274210080621,1
9.21747308414075,82,182,0.371024000459558,1
9.21941056308346,83,181,0.410209482726476,1
9.22158712126481,84,180,0.284107459297128,1
9.22182875848853,85,179,0.185525941115713,1
9.22207035524718,86,178,0.238019274937033,1
9.23314029644597,87,177,0.173616062415844,1
9.2357749191504,88,176,0.19372385297622,1
9.24245960116527,89,175,0.131507874277202,1
9.24269776790801,90,174,0.136908055299494,1
9.24436383512051,91,173,0.0894469166812384,1
9.24483950114555,92,172,0.109122845912729,1
9.24626555896271,93,171,0.08367507556212,1
9.24769020855928,94,170,0.0895294870424601,1
9.24840200614344,95,169,0.108188712359212,1
9.25029841790633,96,168,0.118737144349977,1
9.26232979285721,97,167,0.126330702862193,1
9.26326920037266,98,166,0.168368649404341,1
9.27635707925924,99,165,0.187298182540305,1
9.27682231468439,100,164,0.122551636438402,1
9.28193002695544,101,163,0.123520509076489,1
9.29071006871741,102,162,0.156472186052375,1
9.29347164883813,103,161,0.186488441229831,1
9.30583375751525,104,160,0.235850029530146,1
9.30742852519225,105,159,0.166789176647187,1
9.31786479839195,106,158,0.212072773920663,1
9.32237886665822,107,157,0.145712981786959,1
9.32934787845928,108,156,0.203416954563831,1
9.33248417326158,109,155,0.210425062261288,1
9.33494363072662,110,154,0.147742708003338,1
9.34607044078517,111,153,0.175897504175566,1
9.3524848869497,112,152,0.183258345719026,1
9.35469016870116,113,151,0.117595608122834,1
9.3562318626554,114,150,0.14243193534287,1
9.35887093968562,115,149,0.158553816672527,1
9.36040817482402,116,148,0.181950056495289,1
9.36172450250739,117,147,0.191433043726094,1
9.36413465500805,118,146,0.196194833002241,1
9.36435356025707,119,145,0.196518308148938,1
9.36654078784534,120,144,0.232265022239863,1
9.36894291440495,121,143,0.287648683749133,1
9.37547391261535,122,142,0.32035097625206,1
9.38564673503961,123,141,0.269671814682319,1
9.39596248909992,124,140,0.199468055320176,1
9.39724678744072,125,139,0.239051843624424,1
9.40577968258532,126,138,0.263535671757528,1
9.41531924814038,127,137,0.285076399893456,1
9.42017077489094,128,136,0.310826850360761,1
9.42206476617281,129,135,0.326869992348038,1
9.42479614913847,130,134,0.422470879947091,1
9.43066162275363,131,133,0.492938924185474,1
9.43337679337504,132,132,0.573801340067384,1
9.43483669451678,133,131,0.674527080531432,1
9.43733595030143,134,130,0.722799366073415,1
9.43754402631547,135,129,0.787323533135433,1
9.43816807435673,136,128,0.790978675520741,1
9.44377239276374,137,127,0.809071840902765,1
9.44914864537544,138,126,0.878071229460253,1
9.45594362494581,139,125,0.779847641838268,1
9.45820152473794,140,124,0.801576338804226,1
9.46004627250197,141,123,0.859600854240943,1
9.46577044908396,142,122,0.881850350297663,1
9.46638240881356,143,121,0.707713534159489,1
9.47816289273763,144,120,0.544152601682678,1
9.48139582415413,145,119,0.435723516800324,1
9.48220292629596,146,118,0.479026936103682,1
9.4858293087019,147,117,0.523139241152813,1
9.49004859948293,148,116,0.575997431572866,1
9.50163817875799,149,115,0.620058170309276,1
9.50382573799575,150,114,0.683817515923599,1
9.50620838930675,151,113,0.743386008067131,1
9.50937914891469,152,112,0.575240661329305,1
9.51056638944875,153,111,0.614167750175356,1
9.51924309436118,154,110,0.69965734769507,1
9.5239539394967,155,109,0.766929117373255,1
9.52708597880746,156,108,0.777649208314173,1
9.53294028837287,157,107,0.604218667574278,1
9.53391370116258,158,106,0.627955890180984,1
9.53410830493179,159,105,0.68817816333418,1
9.53877093772463,160,104,0.705807572282558,1
9.53915881110803,161,103,0.76279548227548,1
9.54399845013454,162,102,0.629976848972418,1
9.5480512380126,163,101,0.722673950351983,1
9.54920708935568,164,100,0.746449488832372,1
9.55899461569918,165,99,0.750153098696387,1
9.56166981256803,166,98,0.624097370727552,1
9.57667329251658,167,97,0.66531774749802,1
9.57780644747015,168,96,0.546707773401326,1
9.5783726913608,169,95,0.562036827678324,1
9.57950451284215,170,94,0.656885502797536,1
9.58063544708419,171,93,0.686368919948742,1
9.58740249811947,172,92,0.799979939716629,1
9.58759001940925,173,91,0.884076209639609,1
9.59245703726808,174,90,0.951400128261601,1
9.59861085469642,175,89,0.993803007690082,1
9.59898297103609,176,88,0.976279870235644,1
9.60510907383293,177,87,0.954024587830497,1
9.60751526279683,178,86,0.863138960975836,1
9.61231563465125,179,85,0.89144232210975,1
9.61360531806338,180,84,0.951208914931661,1
9.62021982550749,181,83,0.952011775973479,1
9.63771166947682,182,82,0.97105791784407,1
9.6398833131998,183,81,0.852203143840273,1
9.64331507766953,184,80,0.87325704379594,1
9.65409894530247,185,79,0.975880918833252,1
9.65481501184696,186,78,0.953649094837336,1
9.65731844958129,187,77,0.940436270138207,1
9.66035250967092,188,76,0.861586887959849,1
9.66551357804876,189,75,0.936523418926236,1
9.66693407789609,190,74,0.933711044358178,1
9.66994800411605,191,73,0.882787052154489,1
9.67260213200185,192,72,0.923030094994815,1
9.67277890037074,193,71,0.744249882157089,1
9.67860013909946,194,70,0.745038066615308,1
9.68000781823628,195,69,0.860437133522893,1
9.6894738949927,196,68,0.717559241815383,1
9.69034724996876,197,67,0.779940352352905,1
9.69366118551003,198,66,0.580084197684747,1
9.69644597593365,199,65,0.583015346138183,1
9.71613352524624,200,64,0.423812486133839,1
9.72058629125287,201,63,0.423812486133839,1
9.72451385311995,202,62,0.301566857081965,1
9.72740997686457,203,61,0.34000906399836,1
9.72894086840337,204,60,0.233667600423707,1
9.7292808460274,205,59,0.234062927158128,1
9.73961186364278,206,58,0.288453872737899,1
9.7431513941125,207,57,0.367684321756457,1
9.74752167254042,208,56,0.372378256521885,1
9.76022094646651,209,55,0.416684043580294,1
9.7633783751042,210,54,0.421817225508023,1
9.76801886861058,211,53,0.270059087386522,1
9.77544567410286,212,52,0.281130547750873,1
9.78316195615865,213,51,0.310482787883266,1
9.78708632455162,214,50,0.336508665081599,1
9.79067430864148,215,49,0.21064228060345,1
9.79539033112264,216,48,0.14453318269382,1
9.79847180110162,217,47,0.156752727255754,1
9.79895774790043,219,45,0.121230311350876,1
9.80445373565528,220,44,0.135032346095969,1
9.81666369975016,221,43,0.151207886440679,1
9.81698362325538,222,42,0.164700019679574,1
9.81762325751143,223,41,0.176123058478474,1
9.82654848729092,224,40,0.207463907017876,1
9.83336450686459,225,39,0.269574010153478,1
9.84062058731256,226,38,0.284757706902092,1
9.84454885592944,227,37,0.306860987107254,1
9.84846645742676,228,36,0.364933641964369,1
9.85798099512757,229,35,0.256002753448939,1
9.86619708536818,230,34,0.340469924149481,1
9.87682387030637,231,33,0.201569579463085,1
9.88691589584725,232,32,0.217402794091439,1
9.89011224635119,233,31,0.238654921446581,1
9.89284635021603,234,30,0.276710603537652,1
9.90342999156715,235,29,0.318451636022298,1
9.92481250360578,236,28,0.336517466560425,1
9.95826269732954,237,27,0.355422506669476,1
