ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,gene_effect,is_medulloblastoma,gene
"ACH-000001","NIH:OVCAR-3","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",0.0627455647867447,FALSE,"HLX"
"ACH-000002","HL-60","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HLX"
"ACH-000003","CACO2","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HLX"
"ACH-000004","HEL","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",0.125020922393932,FALSE,"HLX"
"ACH-000005","HEL 92.1.7","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.0585425577699808,FALSE,"HLX"
"ACH-000006","MONO-MAC-6","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"HLX"
"ACH-000007","LS513","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.0953436322003178,FALSE,"HLX"
"ACH-000008","A101D","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"HLX"
"ACH-000009","C2BBe1","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",0.044488374564106,FALSE,"HLX"
"ACH-000011","253J","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.00278382082105669,FALSE,"HLX"
"ACH-000012","HCC-827","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.093024088566985,FALSE,"HLX"
"ACH-000013","ONCO-DG-1","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.0855372883574846,FALSE,"HLX"
"ACH-000014","Hs 294T","Skin","Melanoma","Melanoma","MEL",-0.0710740592480061,FALSE,"HLX"
"ACH-000015","NCI-H1581","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC",0.0727883921155761,FALSE,"HLX"
"ACH-000016","SLR 21","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"HLX"
"ACH-000017","SK-BR-3","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",0.00709415017221851,FALSE,"HLX"
"ACH-000018","T24","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.26069507662173,FALSE,"HLX"
"ACH-000019","MCF7","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",-0.0820830464732649,FALSE,"HLX"
"ACH-000020","MHH-CALL-2","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with Hypodiploidy","BLLHYPO",NA,FALSE,"HLX"
"ACH-000021","NCI-H1693","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.0461775973964185,FALSE,"HLX"
"ACH-000022","PA-TU-8988S","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.0238292408537038,FALSE,"HLX"
"ACH-000023","PA-TU-8988T","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.12977230697214,FALSE,"HLX"
"ACH-000024","OPM-2","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",0.0383571650761783,FALSE,"HLX"
"ACH-000025","CH-157MN","CNS/Brain","Meningothelial Tumor","Meningioma","MNG",-0.295452413357476,FALSE,"HLX"
"ACH-000026","253J-BV","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.0794502179167797,FALSE,"HLX"
"ACH-000027","GOS-3","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"HLX"
"ACH-000028","KPL-1","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",0.176271363604891,FALSE,"HLX"
"ACH-000029","HCC-827-GR5","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.0361962158249178,FALSE,"HLX"
"ACH-000030","PC-14","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.0700707500068198,FALSE,"HLX"
"ACH-000031","Panc 02.13","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"HLX"
"ACH-000032","MHH-CALL-3","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1","BLLTCF3PBX1",NA,FALSE,"HLX"
"ACH-000033","NCI-H1819","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HLX"
"ACH-000034","PLB-985","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HLX"
"ACH-000035","NCI-H1650","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC",0.105709857857126,FALSE,"HLX"
"ACH-000036","U343","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",0.0936714770698587,FALSE,"HLX"
"ACH-000037","S-117","Soft Tissue","Sarcoma, NOS","Sarcoma, NOS","SARCNOS",0.0998064299514836,FALSE,"HLX"
"ACH-000038","EHEB","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"HLX"
"ACH-000039","SK-N-MC","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.0635972647522987,FALSE,"HLX"
"ACH-000040","U-118 MG","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",0.0743493307480391,FALSE,"HLX"
"ACH-000041","RD-ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",0.234159345550423,FALSE,"HLX"
"ACH-000042","Panc 02.03","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",0.046054333224021,FALSE,"HLX"
"ACH-000043","Hs 895.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"HLX"
"ACH-000044","MDA-MB-134-VI","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC",NA,FALSE,"HLX"
"ACH-000045","MV4-11","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",0.148094901315519,FALSE,"HLX"
"ACH-000046","ACHN","Kidney","Renal Cell Carcinoma","Papillary Renal Cell Carcinoma","PRCC",NA,FALSE,"HLX"
"ACH-000047","GCIY","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",0.0253515715624479,FALSE,"HLX"
"ACH-000048","TOV-112D","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","EOV",-0.0274902954048713,FALSE,"HLX"
"ACH-000049","HEK TE","Kidney","Non-Cancerous","Immortalized Embyonic Kidney Cells","",NA,FALSE,"HLX"
"ACH-000050","NCI-H929","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HLX"
"ACH-000051","TE 617.T","Soft Tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","RMS",NA,FALSE,"HLX"
"ACH-000052","A-673","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",0.0438076040442554,FALSE,"HLX"
"ACH-000053","KARPAS-299","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ALCLALKP",0.177958089480664,FALSE,"HLX"
"ACH-000054","HT-1080","Soft Tissue","Fibrosarcoma","Fibrosarcoma","FIBS",-0.220237186564256,FALSE,"HLX"
"ACH-000055","D283 Med","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-0.875654896619467,TRUE,"HLX"
"ACH-000056","DOHH-2","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"HLX"
"ACH-000057","OPM-1","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HLX"
"ACH-000058","ML-1","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","THFO",NA,FALSE,"HLX"
"ACH-000059","SUP-B15","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1","BLLBCRABL1",NA,FALSE,"HLX"
"ACH-000060","Panc 10.05","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",0.0570538929336758,FALSE,"HLX"
"ACH-000061","HH","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","MTNN",NA,FALSE,"HLX"
"ACH-000062","RERF-LC-MS","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HLX"
"ACH-000063","Hs 616.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"HLX"
"ACH-000064","SALE","Lung","Non-Cancerous","Immortalized Lung Cells","",NA,FALSE,"HLX"
"ACH-000065","OCI-AML5","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HLX"
"ACH-000066","HCC4006","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HLX"
"ACH-000067","Hs 683","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ODG",-0.131420046406603,FALSE,"HLX"
"ACH-000068","REC-1","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",NA,FALSE,"HLX"
"ACH-000069","Hs 611.T","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL",NA,FALSE,"HLX"
"ACH-000070","697","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1","BLLTCF3PBX1",-0.255314925127812,FALSE,"HLX"
"ACH-000071","Hs 706.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HLX"
"ACH-000072","MEG-01","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",NA,FALSE,"HLX"
"ACH-000073","GRANTA-519","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",NA,FALSE,"HLX"
"ACH-000074","KU812","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",0.182643048100825,FALSE,"HLX"
"ACH-000075","U-87 MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.188915443798273,FALSE,"HLX"
"ACH-000076","NCO2","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",0.0842548783902556,FALSE,"HLX"
"ACH-000077","MJ","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","MTNN",-0.496197250068329,FALSE,"HLX"
"ACH-000078","MHH-NB-11","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",0.139458455720732,FALSE,"HLX"
"ACH-000079","TE 125.T","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","",NA,FALSE,"HLX"
"ACH-000080","BDCM","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"HLX"
"ACH-000081","GDM-1","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HLX"
"ACH-000082","G-292, clone A141B1","Bone","Osteosarcoma","Osteosarcoma","OS",-0.161062424973547,FALSE,"HLX"
"ACH-000083","Hs 281.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"HLX"
"ACH-000084","MUTZ-3","Myeloid","Acute Myeloid Leukemia","AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM","AMLGATA2MECOM",NA,FALSE,"HLX"
"ACH-000085","T3M-4","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",0.140822783924685,FALSE,"HLX"
"ACH-000086","ACC-MESO-1","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",-0.229493168330908,FALSE,"HLX"
"ACH-000087","SK-ES-1","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.106025333069975,FALSE,"HLX"
"ACH-000088","Hs 172.T","Fibroblast","Non-Cancerous","Fibroblast, Urinary Tract","",NA,FALSE,"HLX"
"ACH-000089","NCI-H684","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HLX"
"ACH-000090","PC-3","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-0.00511364855508954,FALSE,"HLX"
"ACH-000091","OV56","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"HLX"
"ACH-000092","NCI-H2452","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO",0.057696496493977,FALSE,"HLX"
"ACH-000093","Panc 05.04","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",0.0368148429908953,FALSE,"HLX"
"ACH-000094","HPAF-II","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",0.00138098076724591,FALSE,"HLX"
"ACH-000095","D341 Med","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-0.516661501742584,TRUE,"HLX"
"ACH-000096","G-401","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",0.241728838518099,FALSE,"HLX"
"ACH-000097","ZR-75-1","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",0.143041116332276,FALSE,"HLX"
"ACH-000098","GAMG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.0960617447527468,FALSE,"HLX"
"ACH-000099","SIMA","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.0149714783567028,FALSE,"HLX"
"ACH-000100","RH-41","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",0.435332648013873,FALSE,"HLX"
"ACH-000101","KE-37","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",-0.101212011698955,FALSE,"HLX"
"ACH-000102","GMS-10","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"HLX"
"ACH-000103","Caov-4","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.129633807410642,FALSE,"HLX"
"ACH-000104","Loucy","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Early T-Cell Precursor Lymphoblastic Leukemia","ETPLL",NA,FALSE,"HLX"
"ACH-000105","ALL-SIL","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"HLX"
"ACH-000106","JVM-2","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",0.0276102998416759,FALSE,"HLX"
"ACH-000107","Capan-2","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"HLX"
"ACH-000108","KP-3","Pancreas","Adenosquamous Carcinoma of the Pancreas","Adenosquamous Carcinoma of the Pancreas","PAASC",0.140325161198222,FALSE,"HLX"
"ACH-000109","NCI-H3255","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HLX"
"ACH-000110","NCC-StC-K140","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",NA,FALSE,"HLX"
"ACH-000111","HCC1187","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",0.082189815361296,FALSE,"HLX"
"ACH-000112","SIG-M5","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"HLX"
"ACH-000113","OCI-AML2","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.759922486307124,FALSE,"HLX"
"ACH-000114","SU.86.86","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.00762788565471137,FALSE,"HLX"
"ACH-000115","VCaP","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-0.103395781470441,FALSE,"HLX"
"ACH-000116","OAW28","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",0.115097133221214,FALSE,"HLX"
"ACH-000117","EFM-192A","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",NA,FALSE,"HLX"
"ACH-000118","HUP-T3","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.0484872814815902,FALSE,"HLX"
"ACH-000119","Hs 863.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HLX"
"ACH-000120","CHP-212","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.201198340730128,FALSE,"HLX"
"ACH-000121","NCI-H2405","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HLX"
"ACH-000122","SUP-T11","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"HLX"
"ACH-000123","COV434","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Small Cell Carcinoma of the Ovary","SCCO",0.128449901317605,FALSE,"HLX"
"ACH-000124","OCI-LY-19","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",-0.0610840490006711,FALSE,"HLX"
"ACH-000125","TO 175.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"HLX"
"ACH-000126","KG-1-C","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ODG",NA,FALSE,"HLX"
"ACH-000127","SLR 20","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",0.0207090422544963,FALSE,"HLX"
"ACH-000128","LN-319","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-0.118840802883184,FALSE,"HLX"
"ACH-000129","NCI-H1341","Lung","SMARCA4-deficient undifferentiated tumor","SMARCA4-deficient undifferentiated tumor","",NA,FALSE,"HLX"
"ACH-000130","NALM-19","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"HLX"
"ACH-000131","Hs 229.T","Fibroblast","Non-Cancerous","Fibroblast, Lung","",NA,FALSE,"HLX"
"ACH-000132","JHOS-2","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.169112210709896,FALSE,"HLX"
"ACH-000133","Hs 729","Fibroblast","Non-Cancerous","Fibroblast","",-0.0459639121463159,FALSE,"HLX"
"ACH-000134","Hs 274.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"HLX"
"ACH-000135","Hs 940.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"HLX"
"ACH-000136","CHP-126","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",NA,FALSE,"HLX"
"ACH-000137","8-MG-BA","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.155331601084179,FALSE,"HLX"
"ACH-000138","CFPAC-1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.0321711747410675,FALSE,"HLX"
"ACH-000139","Panc 03.27","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",0.18147016388162,FALSE,"HLX"
"ACH-000140","Pfeiffer","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"HLX"
"ACH-000141","SNU-308","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","GBAD",-0.0643385401181539,FALSE,"HLX"
"ACH-000142","CAL-29","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",0.115176633945703,FALSE,"HLX"
"ACH-000143","HCC2429","Lung","Non-Small Cell Lung Cancer","NUT Carcinoma of the Lung","NUTCL",0.102297337308383,FALSE,"HLX"
"ACH-000144","RERF-GC-1B","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",0.0140562030810128,FALSE,"HLX"
"ACH-000145","SK-LMS-1","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","LMS",0.0062366541968648,FALSE,"HLX"
"ACH-000146","THP-1","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.229498218883017,FALSE,"HLX"
"ACH-000147","T-47D","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",-0.00834573783559663,FALSE,"HLX"
"ACH-000148","Hs 578T","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS",0.165946049968063,FALSE,"HLX"
"ACH-000149","SK-N-SH","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.194609322598009,FALSE,"HLX"
"ACH-000150","HCC2935","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HLX"
"ACH-000151","JM1","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",-0.127717067832465,FALSE,"HLX"
"ACH-000152","M059K","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.0203645185048262,FALSE,"HLX"
"ACH-000153","NCI-H2052","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","PLSMESO",-0.311285508975553,FALSE,"HLX"
"ACH-000154","Hs 888.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HLX"
"ACH-000155","SW 1990","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.117931663489005,FALSE,"HLX"
"ACH-000156","MHH-CALL-4","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like","BLLBCRABL1L",NA,FALSE,"HLX"
"ACH-000157","A4/Fuk","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"HLX"
"ACH-000158","OCI-LY3","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC",NA,FALSE,"HLX"
"ACH-000159","OS-RC-2","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",0.0743580448508517,FALSE,"HLX"
"ACH-000160","BT-12","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",0.191416893399538,FALSE,"HLX"
"ACH-000161","COR-L105","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.151891164108495,FALSE,"HLX"
"ACH-000162","GA-10","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"HLX"
"ACH-000163","SW579","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC",-0.2110717003169,FALSE,"HLX"
"ACH-000164","PANC-1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.0179398793646609,FALSE,"HLX"
"ACH-000165","Hs 751.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"HLX"
"ACH-000166","Kasumi-6","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HLX"
"ACH-000167","KE-97","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-0.120029474590607,FALSE,"HLX"
"ACH-000168","NOMO-1","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",0.00756070992895787,FALSE,"HLX"
"ACH-000169","RD","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS",-0.0479656477863362,FALSE,"HLX"
"ACH-000170","PrEC LH","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","",NA,FALSE,"HLX"
"ACH-000171","VMRC-RCZ","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"HLX"
"ACH-000172","TM-87","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",-0.0390088860611057,FALSE,"HLX"
"ACH-000173","JHUEM-3","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"HLX"
"ACH-000174","CAL-62","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP",0.0106267940631548,FALSE,"HLX"
"ACH-000175","TE159T","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","",NA,FALSE,"HLX"
"ACH-000176","LOU-NH91","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-0.0203194111867447,FALSE,"HLX"
"ACH-000177","NCI-H660","Prostate","Prostate Small Cell Carcinoma","Prostate Small Cell Carcinoma","PRSCC",NA,FALSE,"HLX"
"ACH-000178","Hs 766T","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.071950204396954,FALSE,"HLX"
"ACH-000179","NCI-H1618","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HLX"
"ACH-000180","Hs 839.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"HLX"
"ACH-000181","SCC-9","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.0566661658726918,FALSE,"HLX"
"ACH-000182","SNU-869","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","AMPCA",-0.073023931575663,FALSE,"HLX"
"ACH-000183","L-363","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",0.110687375348356,FALSE,"HLX"
"ACH-000184","Hs  343.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"HLX"
"ACH-000185","Hs 737.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HLX"
"ACH-000186","NCI-H2444","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC",NA,FALSE,"HLX"
"ACH-000187","COR-L311","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",0.152400680310402,FALSE,"HLX"
"ACH-000188","SCC-25","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.210072505632746,FALSE,"HLX"
"ACH-000189","RCC10RGB","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",-0.182488601827854,FALSE,"HLX"
"ACH-000190","HD-MY-Z","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.112901260054159,FALSE,"HLX"
"ACH-000191","BHT-101","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP",-0.0336515336489421,FALSE,"HLX"
