time,survival,lower,upper,censored,group
0,1,1,1,0,"High"
0.226666666666667,1,1,1,1,"High"
0.333333333333333,0.982142857142857,0.879925487507478,0.997465135860035,0,"High"
0.415,0.964285714285714,0.864654838105715,0.990946464497376,0,"High"
0.423333333333333,0.946428571428571,0.843039843428412,0.982401279469914,0,"High"
0.5575,0.928571428571428,0.820781633850467,0.972575269796484,0,"High"
0.5625,0.910714285714286,0.798699095856446,0.961831777344916,0,"High"
0.666666666666667,0.892857142857143,0.776961865507142,0.950380998234518,0,"High"
0.7075,0.875,0.755594440942622,0.938357839529252,0,"High"
0.748333333333333,0.839285714285714,0.713902621443259,0.912940014457211,1,"High"
0.830833333333333,0.821040372670807,0.692882215234703,0.89944858315312,0,"High"
0.9975,0.802795031055901,0.67219691374835,0.88561688853337,0,"High"
1.34666666666667,0.802795031055901,0.67219691374835,0.88561688853337,1,"High"
1.4975,0.802795031055901,0.67219691374835,0.88561688853337,1,"High"
1.83083333333333,0.783680863649808,0.650432135835238,0.870978411290246,0,"High"
1.95333333333333,0.783680863649808,0.650432135835238,0.870978411290246,1,"High"
1.97,0.764088842058562,0.628291884199642,0.855746525157252,0,"High"
2.055,0.764088842058562,0.628291884199642,0.855746525157252,1,"High"
2.07916666666667,0.764088842058562,0.628291884199642,0.855746525157252,1,"High"
2.12,0.743437792273196,0.60489227142025,0.839588595607501,0,"High"
2.16083333333333,0.743437792273196,0.60489227142025,0.839588595607501,1,"High"
2.49416666666667,0.743437792273196,0.60489227142025,0.839588595607501,1,"High"
2.7025,0.721571974853396,0.580073997798382,0.822396802899958,1,"High"
2.99416666666667,0.721571974853396,0.580073997798382,0.822396802899958,1,"High"
3.1775,0.721571974853396,0.580073997798382,0.822396802899958,1,"High"
3.41,0.697519575691616,0.552397596988712,0.803608540192847,1,"High"
3.74333333333333,0.672608162274059,0.524161125753226,0.78388534334227,0,"High"
4.15833333333333,0.672608162274059,0.524161125753226,0.78388534334227,1,"High"
4.325,0.672608162274059,0.524161125753226,0.78388534334227,1,"High"
4.44833333333333,0.672608162274059,0.524161125753226,0.78388534334227,1,"High"
4.54083333333333,0.672608162274059,0.524161125753226,0.78388534334227,1,"High"
4.74083333333333,0.672608162274059,0.524161125753226,0.78388534334227,1,"High"
4.8225,0.642035063988874,0.487716845931842,0.760744101395017,0,"High"
4.98916666666667,0.642035063988874,0.487716845931842,0.760744101395017,1,"High"
5.47,0.642035063988874,0.487716845931842,0.760744101395017,1,"High"
6.4125,0.642035063988874,0.487716845931842,0.760744101395017,1,"High"
6.48666666666667,0.642035063988874,0.487716845931842,0.760744101395017,1,"High"
6.71,0.642035063988874,0.487716845931842,0.760744101395017,1,"High"
6.98666666666667,0.642035063988874,0.487716845931842,0.760744101395017,1,"High"
7.235,0.642035063988874,0.487716845931842,0.760744101395017,1,"High"
7.48333333333333,0.642035063988874,0.487716845931842,0.760744101395017,1,"High"
