ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,gene_effect,is_medulloblastoma,gene
"ACH-000001","NIH:OVCAR-3","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.728742064558863,FALSE,"HMGCR"
"ACH-000002","HL-60","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HMGCR"
"ACH-000003","CACO2","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-000004","HEL","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-1.35944887540402,FALSE,"HMGCR"
"ACH-000005","HEL 92.1.7","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-1.31592446378612,FALSE,"HMGCR"
"ACH-000006","MONO-MAC-6","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"HMGCR"
"ACH-000007","LS513","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.03204967183676,FALSE,"HMGCR"
"ACH-000008","A101D","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"HMGCR"
"ACH-000009","C2BBe1","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.839565347268784,FALSE,"HMGCR"
"ACH-000011","253J","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.969654948966267,FALSE,"HMGCR"
"ACH-000012","HCC-827","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.08730295543551,FALSE,"HMGCR"
"ACH-000013","ONCO-DG-1","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.75729968913839,FALSE,"HMGCR"
"ACH-000014","Hs 294T","Skin","Melanoma","Melanoma","MEL",-1.11285944008513,FALSE,"HMGCR"
"ACH-000015","NCI-H1581","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC",-1.09915045761505,FALSE,"HMGCR"
"ACH-000016","SLR 21","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"HMGCR"
"ACH-000017","SK-BR-3","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",-1.42981487020365,FALSE,"HMGCR"
"ACH-000018","T24","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-1.31906766526278,FALSE,"HMGCR"
"ACH-000019","MCF7","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",-1.11583569712706,FALSE,"HMGCR"
"ACH-000020","MHH-CALL-2","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with Hypodiploidy","BLLHYPO",NA,FALSE,"HMGCR"
"ACH-000021","NCI-H1693","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.03666777670468,FALSE,"HMGCR"
"ACH-000022","PA-TU-8988S","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.932556821077542,FALSE,"HMGCR"
"ACH-000023","PA-TU-8988T","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.820732956011905,FALSE,"HMGCR"
"ACH-000024","OPM-2","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-1.02155430573589,FALSE,"HMGCR"
"ACH-000025","CH-157MN","CNS/Brain","Meningothelial Tumor","Meningioma","MNG",-1.2175459883697,FALSE,"HMGCR"
"ACH-000026","253J-BV","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-1.16396203134941,FALSE,"HMGCR"
"ACH-000027","GOS-3","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"HMGCR"
"ACH-000028","KPL-1","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",-0.7981059322416,FALSE,"HMGCR"
"ACH-000029","HCC-827-GR5","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.41424547174238,FALSE,"HMGCR"
"ACH-000030","PC-14","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.4333852448225,FALSE,"HMGCR"
"ACH-000031","Panc 02.13","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"HMGCR"
"ACH-000032","MHH-CALL-3","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1","BLLTCF3PBX1",NA,FALSE,"HMGCR"
"ACH-000033","NCI-H1819","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000034","PLB-985","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HMGCR"
"ACH-000035","NCI-H1650","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC",-1.44591874765651,FALSE,"HMGCR"
"ACH-000036","U343","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.917655276025171,FALSE,"HMGCR"
"ACH-000037","S-117","Soft Tissue","Sarcoma, NOS","Sarcoma, NOS","SARCNOS",-1.01715055518749,FALSE,"HMGCR"
"ACH-000038","EHEB","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"HMGCR"
"ACH-000039","SK-N-MC","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.543438876779153,FALSE,"HMGCR"
"ACH-000040","U-118 MG","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-1.19376187373725,FALSE,"HMGCR"
"ACH-000041","RD-ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.704705873619081,FALSE,"HMGCR"
"ACH-000042","Panc 02.03","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.39686521307167,FALSE,"HMGCR"
"ACH-000043","Hs 895.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"HMGCR"
"ACH-000044","MDA-MB-134-VI","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC",NA,FALSE,"HMGCR"
"ACH-000045","MV4-11","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.910537350548092,FALSE,"HMGCR"
"ACH-000046","ACHN","Kidney","Renal Cell Carcinoma","Papillary Renal Cell Carcinoma","PRCC",NA,FALSE,"HMGCR"
"ACH-000047","GCIY","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",-0.982838454881848,FALSE,"HMGCR"
"ACH-000048","TOV-112D","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","EOV",-0.920455274091233,FALSE,"HMGCR"
"ACH-000049","HEK TE","Kidney","Non-Cancerous","Immortalized Embyonic Kidney Cells","",NA,FALSE,"HMGCR"
"ACH-000050","NCI-H929","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HMGCR"
"ACH-000051","TE 617.T","Soft Tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","RMS",NA,FALSE,"HMGCR"
"ACH-000052","A-673","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.782487394958617,FALSE,"HMGCR"
"ACH-000053","KARPAS-299","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ALCLALKP",-1.20385189933752,FALSE,"HMGCR"
"ACH-000054","HT-1080","Soft Tissue","Fibrosarcoma","Fibrosarcoma","FIBS",-1.02140743191165,FALSE,"HMGCR"
"ACH-000055","D283 Med","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-0.743007875513013,TRUE,"HMGCR"
"ACH-000056","DOHH-2","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"HMGCR"
"ACH-000057","OPM-1","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HMGCR"
"ACH-000058","ML-1","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","THFO",NA,FALSE,"HMGCR"
"ACH-000059","SUP-B15","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1","BLLBCRABL1",NA,FALSE,"HMGCR"
"ACH-000060","Panc 10.05","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.29647598442056,FALSE,"HMGCR"
"ACH-000061","HH","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","MTNN",NA,FALSE,"HMGCR"
"ACH-000062","RERF-LC-MS","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000063","Hs 616.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"HMGCR"
"ACH-000064","SALE","Lung","Non-Cancerous","Immortalized Lung Cells","",NA,FALSE,"HMGCR"
"ACH-000065","OCI-AML5","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HMGCR"
"ACH-000066","HCC4006","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000067","Hs 683","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ODG",-1.61005274120374,FALSE,"HMGCR"
"ACH-000068","REC-1","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",NA,FALSE,"HMGCR"
"ACH-000069","Hs 611.T","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL",NA,FALSE,"HMGCR"
"ACH-000070","697","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1","BLLTCF3PBX1",-1.03787754174491,FALSE,"HMGCR"
"ACH-000071","Hs 706.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HMGCR"
"ACH-000072","MEG-01","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",NA,FALSE,"HMGCR"
"ACH-000073","GRANTA-519","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",NA,FALSE,"HMGCR"
"ACH-000074","KU812","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",-0.851418560680241,FALSE,"HMGCR"
"ACH-000075","U-87 MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.168926219514044,FALSE,"HMGCR"
"ACH-000076","NCO2","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",-1.09237695635842,FALSE,"HMGCR"
"ACH-000077","MJ","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","MTNN",-1.18206392510083,FALSE,"HMGCR"
"ACH-000078","MHH-NB-11","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.701840638091321,FALSE,"HMGCR"
"ACH-000079","TE 125.T","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","",NA,FALSE,"HMGCR"
"ACH-000080","BDCM","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"HMGCR"
"ACH-000081","GDM-1","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HMGCR"
"ACH-000082","G-292, clone A141B1","Bone","Osteosarcoma","Osteosarcoma","OS",-1.05446139872387,FALSE,"HMGCR"
"ACH-000083","Hs 281.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"HMGCR"
"ACH-000084","MUTZ-3","Myeloid","Acute Myeloid Leukemia","AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM","AMLGATA2MECOM",NA,FALSE,"HMGCR"
"ACH-000085","T3M-4","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.38160489270237,FALSE,"HMGCR"
"ACH-000086","ACC-MESO-1","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",-0.902670331638865,FALSE,"HMGCR"
"ACH-000087","SK-ES-1","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-1.01804059581851,FALSE,"HMGCR"
"ACH-000088","Hs 172.T","Fibroblast","Non-Cancerous","Fibroblast, Urinary Tract","",NA,FALSE,"HMGCR"
"ACH-000089","NCI-H684","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-000090","PC-3","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-0.955443622035358,FALSE,"HMGCR"
"ACH-000091","OV56","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"HMGCR"
"ACH-000092","NCI-H2452","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO",-1.35549010960899,FALSE,"HMGCR"
"ACH-000093","Panc 05.04","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.996022285034113,FALSE,"HMGCR"
"ACH-000094","HPAF-II","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.20866956227305,FALSE,"HMGCR"
"ACH-000095","D341 Med","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-1.01040531857205,TRUE,"HMGCR"
"ACH-000096","G-401","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",-0.771653862755667,FALSE,"HMGCR"
"ACH-000097","ZR-75-1","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",-0.957247678063459,FALSE,"HMGCR"
"ACH-000098","GAMG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.89626112580857,FALSE,"HMGCR"
"ACH-000099","SIMA","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.745355897111519,FALSE,"HMGCR"
"ACH-000100","RH-41","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",-1.08385713864043,FALSE,"HMGCR"
"ACH-000101","KE-37","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",-0.744475541450978,FALSE,"HMGCR"
"ACH-000102","GMS-10","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"HMGCR"
"ACH-000103","Caov-4","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-1.02903031360359,FALSE,"HMGCR"
"ACH-000104","Loucy","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Early T-Cell Precursor Lymphoblastic Leukemia","ETPLL",NA,FALSE,"HMGCR"
"ACH-000105","ALL-SIL","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"HMGCR"
"ACH-000106","JVM-2","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",-1.33385788475916,FALSE,"HMGCR"
"ACH-000107","Capan-2","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"HMGCR"
"ACH-000108","KP-3","Pancreas","Adenosquamous Carcinoma of the Pancreas","Adenosquamous Carcinoma of the Pancreas","PAASC",-1.67955512977795,FALSE,"HMGCR"
"ACH-000109","NCI-H3255","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000110","NCC-StC-K140","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",NA,FALSE,"HMGCR"
"ACH-000111","HCC1187","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",-0.984870458321893,FALSE,"HMGCR"
"ACH-000112","SIG-M5","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"HMGCR"
"ACH-000113","OCI-AML2","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.892224563144255,FALSE,"HMGCR"
"ACH-000114","SU.86.86","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.08157401746749,FALSE,"HMGCR"
"ACH-000115","VCaP","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-1.95474101966592,FALSE,"HMGCR"
"ACH-000116","OAW28","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.679165811269709,FALSE,"HMGCR"
"ACH-000117","EFM-192A","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",NA,FALSE,"HMGCR"
"ACH-000118","HUP-T3","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.22669682137571,FALSE,"HMGCR"
"ACH-000119","Hs 863.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HMGCR"
"ACH-000120","CHP-212","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-1.14967297745504,FALSE,"HMGCR"
"ACH-000121","NCI-H2405","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000122","SUP-T11","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"HMGCR"
"ACH-000123","COV434","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Small Cell Carcinoma of the Ovary","SCCO",-1.3484475988486,FALSE,"HMGCR"
"ACH-000124","OCI-LY-19","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",-0.939073939483524,FALSE,"HMGCR"
"ACH-000125","TO 175.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"HMGCR"
"ACH-000126","KG-1-C","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ODG",NA,FALSE,"HMGCR"
"ACH-000127","SLR 20","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-1.15418721434489,FALSE,"HMGCR"
"ACH-000128","LN-319","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-1.00759330482609,FALSE,"HMGCR"
"ACH-000129","NCI-H1341","Lung","SMARCA4-deficient undifferentiated tumor","SMARCA4-deficient undifferentiated tumor","",NA,FALSE,"HMGCR"
"ACH-000130","NALM-19","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"HMGCR"
"ACH-000131","Hs 229.T","Fibroblast","Non-Cancerous","Fibroblast, Lung","",NA,FALSE,"HMGCR"
"ACH-000132","JHOS-2","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-1.53885999454573,FALSE,"HMGCR"
"ACH-000133","Hs 729","Fibroblast","Non-Cancerous","Fibroblast","",-1.22182805110349,FALSE,"HMGCR"
"ACH-000134","Hs 274.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"HMGCR"
"ACH-000135","Hs 940.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"HMGCR"
"ACH-000136","CHP-126","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",NA,FALSE,"HMGCR"
"ACH-000137","8-MG-BA","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.68214213907346,FALSE,"HMGCR"
"ACH-000138","CFPAC-1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.06061501788826,FALSE,"HMGCR"
"ACH-000139","Panc 03.27","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.02829715816965,FALSE,"HMGCR"
"ACH-000140","Pfeiffer","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"HMGCR"
"ACH-000141","SNU-308","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","GBAD",-1.74473130355765,FALSE,"HMGCR"
"ACH-000142","CAL-29","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-1.00184598737332,FALSE,"HMGCR"
"ACH-000143","HCC2429","Lung","Non-Small Cell Lung Cancer","NUT Carcinoma of the Lung","NUTCL",-1.21712266517913,FALSE,"HMGCR"
"ACH-000144","RERF-GC-1B","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",-0.985063180013461,FALSE,"HMGCR"
"ACH-000145","SK-LMS-1","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","LMS",-1.06716193052602,FALSE,"HMGCR"
"ACH-000146","THP-1","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-1.35915725694823,FALSE,"HMGCR"
"ACH-000147","T-47D","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",-1.25673703126424,FALSE,"HMGCR"
"ACH-000148","Hs 578T","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS",-0.663776162548724,FALSE,"HMGCR"
"ACH-000149","SK-N-SH","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.939326137043229,FALSE,"HMGCR"
"ACH-000150","HCC2935","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000151","JM1","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",-1.24459390606016,FALSE,"HMGCR"
"ACH-000152","M059K","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-1.16791362713117,FALSE,"HMGCR"
"ACH-000153","NCI-H2052","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","PLSMESO",-0.94971932034749,FALSE,"HMGCR"
"ACH-000154","Hs 888.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HMGCR"
"ACH-000155","SW 1990","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.85440557077592,FALSE,"HMGCR"
"ACH-000156","MHH-CALL-4","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like","BLLBCRABL1L",NA,FALSE,"HMGCR"
"ACH-000157","A4/Fuk","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"HMGCR"
"ACH-000158","OCI-LY3","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC",NA,FALSE,"HMGCR"
"ACH-000159","OS-RC-2","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",-1.23159147422006,FALSE,"HMGCR"
"ACH-000160","BT-12","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",-0.925685191487897,FALSE,"HMGCR"
"ACH-000161","COR-L105","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.985075160532291,FALSE,"HMGCR"
"ACH-000162","GA-10","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"HMGCR"
"ACH-000163","SW579","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC",-0.707579121894841,FALSE,"HMGCR"
"ACH-000164","PANC-1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.09805649304679,FALSE,"HMGCR"
"ACH-000165","Hs 751.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"HMGCR"
"ACH-000166","Kasumi-6","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HMGCR"
"ACH-000167","KE-97","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-0.651587433229047,FALSE,"HMGCR"
"ACH-000168","NOMO-1","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",-0.928567765847562,FALSE,"HMGCR"
"ACH-000169","RD","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS",-1.06540480756879,FALSE,"HMGCR"
"ACH-000170","PrEC LH","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","",NA,FALSE,"HMGCR"
"ACH-000171","VMRC-RCZ","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"HMGCR"
"ACH-000172","TM-87","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",-0.983046596368633,FALSE,"HMGCR"
"ACH-000173","JHUEM-3","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"HMGCR"
"ACH-000174","CAL-62","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP",-1.08910835798185,FALSE,"HMGCR"
"ACH-000175","TE159T","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","",NA,FALSE,"HMGCR"
"ACH-000176","LOU-NH91","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-2.17199687403005,FALSE,"HMGCR"
"ACH-000177","NCI-H660","Prostate","Prostate Small Cell Carcinoma","Prostate Small Cell Carcinoma","PRSCC",NA,FALSE,"HMGCR"
"ACH-000178","Hs 766T","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.06722465409568,FALSE,"HMGCR"
"ACH-000179","NCI-H1618","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-000180","Hs 839.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"HMGCR"
"ACH-000181","SCC-9","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-1.76565982836566,FALSE,"HMGCR"
"ACH-000182","SNU-869","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","AMPCA",-1.10114418789911,FALSE,"HMGCR"
"ACH-000183","L-363","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-0.833031317503647,FALSE,"HMGCR"
"ACH-000184","Hs  343.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"HMGCR"
"ACH-000185","Hs 737.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HMGCR"
"ACH-000186","NCI-H2444","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC",NA,FALSE,"HMGCR"
