ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,gene_effect,is_medulloblastoma,gene
"ACH-000389","H4","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-0.652791386550704,FALSE,"HMGCR"
"ACH-000390","LUDLU-1","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-0.981795304353632,FALSE,"HMGCR"
"ACH-000391","MHH-ES-1","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.097174226801502,FALSE,"HMGCR"
"ACH-000392","Calu-3","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000393","HLF","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-0.842958142342622,FALSE,"HMGCR"
"ACH-000394","NCI-H2081","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-000395","NCI-H520","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-0.956814894677314,FALSE,"HMGCR"
"ACH-000396","J82","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-1.23194030208798,FALSE,"HMGCR"
"ACH-000397","TEN","Uterus","Endometrial Carcinoma","Uterine Clear Cell Carcinoma","UCCC",-0.963782870753956,FALSE,"HMGCR"
"ACH-000398","RI-1","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC",-0.850976666788388,FALSE,"HMGCR"
"ACH-000399","NCI-H2196","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-000400","SK-CO-1","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-000401","COLO-800","Skin","Melanoma","Cutaneous Melanoma","SKCM",-1.42161082851409,FALSE,"HMGCR"
"ACH-000402","BL-70","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",-0.613132143173042,FALSE,"HMGCR"
"ACH-000403","NCI-H747","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.21535066779624,FALSE,"HMGCR"
"ACH-000404","K029AX","Skin","Melanoma","Cutaneous Melanoma","SKCM",-1.5801018717972,FALSE,"HMGCR"
"ACH-000405","MEC-1","Lymphoid","Mature B-Cell Neoplasms","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","CLLSLL",-1.09764865597577,FALSE,"HMGCR"
"ACH-000406","U-937","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.979221603953346,FALSE,"HMGCR"
"ACH-000407","SNU-685","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","UCS",-0.847060193608291,FALSE,"HMGCR"
"ACH-000408","TE-5","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC",-0.658158126856489,FALSE,"HMGCR"
"ACH-000409","OVSAHO","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",NA,FALSE,"HMGCR"
"ACH-000410","Saos-2","Bone","Osteosarcoma","Osteosarcoma","OS",-1.17317297934261,FALSE,"HMGCR"
"ACH-000411","769-P","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",-1.22702616732041,FALSE,"HMGCR"
"ACH-000412","SNU-1197","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-000413","Hs 739.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"HMGCR"
"ACH-000414","NCI-H1944","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.992201254773057,FALSE,"HMGCR"
"ACH-000415","BICR 6","Head and Neck","Head and Neck Squamous Cell Carcinoma","Hypopharynx Squamous Cell Carcinoma","HPHSC",-1.16984456858398,FALSE,"HMGCR"
"ACH-000416","NCI-H838","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.47003364409391,FALSE,"HMGCR"
"ACH-000417","Panc 08.13","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.63272044111196,FALSE,"HMGCR"
"ACH-000418","SW 1353","Bone","Chondrosarcoma","Chondrosarcoma","CHS",NA,FALSE,"HMGCR"
"ACH-000419","KMS-28BM","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HMGCR"
"ACH-000420","SNU-449","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-0.928117171656066,FALSE,"HMGCR"
"ACH-000421","SW837","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ",-1.0743067989729,FALSE,"HMGCR"
"ACH-000422","SNU-475","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-1.16805275500775,FALSE,"HMGCR"
"ACH-000423","SK-MEL-3","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"HMGCR"
"ACH-000424","TC-71","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.177771903475342,FALSE,"HMGCR"
"ACH-000425","UACC-62","Skin","Melanoma","Melanoma","MEL",-1.24907167609837,FALSE,"HMGCR"
"ACH-000426","KMS-20","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-1.4166641111424,FALSE,"HMGCR"
"ACH-000427","NCI-N87","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","TSTAD",-0.626703180893849,FALSE,"HMGCR"
"ACH-000428","UO-31","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"HMGCR"
"ACH-000429","A-704","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"HMGCR"
"ACH-000430","TYK-nu","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.80670234970323,FALSE,"HMGCR"
"ACH-000431","NCI-H1694","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",-1.03904833281697,FALSE,"HMGCR"
"ACH-000432","BV-173","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",NA,FALSE,"HMGCR"
"ACH-000433","Caki-1","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",-0.753252839275497,FALSE,"HMGCR"
"ACH-000434","NCI-H1915","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC",-2.08712354646205,FALSE,"HMGCR"
"ACH-000435","EFE-184","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-1.31565444800016,FALSE,"HMGCR"
"ACH-000436","OCI-My7","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-0.962523335063299,FALSE,"HMGCR"
"ACH-000437","SW 1088","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-1.18921357909335,FALSE,"HMGCR"
"ACH-000438","Lu-65","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","GCLC",-0.914651144150006,FALSE,"HMGCR"
"ACH-000439","ME-1","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"HMGCR"
"ACH-000440","CA46","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"HMGCR"
"ACH-000441","SH-4","Skin","Melanoma","Melanoma","MEL",-1.06759693738529,FALSE,"HMGCR"
"ACH-000442","RERF-LC-Sq1","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-1.14330102627296,FALSE,"HMGCR"
"ACH-000443","OVKATE","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",NA,FALSE,"HMGCR"
"ACH-000444","LU99","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","GCLC",-1.21337946510358,FALSE,"HMGCR"
"ACH-000445","KNS-60","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.932064027282605,FALSE,"HMGCR"
"ACH-000446","KP-N-SI9s","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.975676828259556,FALSE,"HMGCR"
"ACH-000447","NCI-H2228","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000448","NCI-H1666","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.27407565422222,FALSE,"HMGCR"
"ACH-000449","MES-SA","Uterus","Uterine Sarcoma/Mesenchymal","Uterine Sarcoma/Mesenchymal","USARC",NA,FALSE,"HMGCR"
"ACH-000450","MEL-HO","Skin","Melanoma","Melanoma","MEL",-1.52913480850437,FALSE,"HMGCR"
"ACH-000451","NCI-H2085","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000452","TE-8","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC",-1.23939217328299,FALSE,"HMGCR"
"ACH-000453","MOLP-2","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HMGCR"
"ACH-000454","HCC-95","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-0.772305230203387,FALSE,"HMGCR"
"ACH-000455","LN-428","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-1.02472410728207,FALSE,"HMGCR"
"ACH-000456","B-CPAP","Thyroid","Poorly Differentiated Thyroid Cancer","Poorly Differentiated Thyroid Cancer","THPD",-1.18826883819548,FALSE,"HMGCR"
"ACH-000457","CAL-54","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"HMGCR"
"ACH-000458","CJM","Skin","Melanoma","Melanoma","MEL",-0.835304141657484,FALSE,"HMGCR"
"ACH-000459","TUHR10TKB","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",-2.19912786281217,FALSE,"HMGCR"
"ACH-000460","SNU-8","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",-0.870080719247882,FALSE,"HMGCR"
"ACH-000461","SNU-1196","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","EHCH",-1.11279820948689,FALSE,"HMGCR"
"ACH-000462","NALM-1","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",NA,FALSE,"HMGCR"
"ACH-000463","NCI-H460","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC",-0.908576954575008,FALSE,"HMGCR"
"ACH-000464","CAS-1","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.68378760649938,FALSE,"HMGCR"
"ACH-000465","SK-MEL-1","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"HMGCR"
"ACH-000466","SNU-216","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","TSTAD",-1.2940267034412,FALSE,"HMGCR"
"ACH-000467","HCC-56","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.28107824471879,FALSE,"HMGCR"
"ACH-000468","PK-45H","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.09127992421096,FALSE,"HMGCR"
"ACH-000469","YH-13","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.753239262685126,FALSE,"HMGCR"
"ACH-000470","SW1463","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ",-0.784226653394254,FALSE,"HMGCR"
"ACH-000471","Li-7","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-1.18470861313981,FALSE,"HMGCR"
"ACH-000472","HSC-2","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-1.0031212748762,FALSE,"HMGCR"
"ACH-000473","RT-112","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.667922681591928,FALSE,"HMGCR"
"ACH-000475","huH-1","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-0.919607514575827,FALSE,"HMGCR"
"ACH-000476","JHH-4","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-1.12530594739457,FALSE,"HMGCR"
"ACH-000477","Malme-3M","Skin","Melanoma","Melanoma","MEL",-1.53438305744324,FALSE,"HMGCR"
"ACH-000478","SNU-387","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-1.03953521951623,FALSE,"HMGCR"
"ACH-000479","KNS-81","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-1.15908999568337,FALSE,"HMGCR"
"ACH-000480","HuH-7","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-0.535410877539434,FALSE,"HMGCR"
"ACH-000481","NCI-H2170","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-0.918340991239636,FALSE,"HMGCR"
"ACH-000482","RERF-LC-KJ","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000483","SNU-182","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-1.27531872645986,FALSE,"HMGCR"
"ACH-000484","VMRC-RCW","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",-1.32826633654879,FALSE,"HMGCR"
"ACH-000485","GSU","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",-0.767104518802557,FALSE,"HMGCR"
"ACH-000486","KU-19-19","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-1.31410460834988,FALSE,"HMGCR"
"ACH-000487","F-36P","Myeloid","Myelodysplastic Syndromes","Myelodysplastic Syndromes","MDS",-0.978260810329722,FALSE,"HMGCR"
"ACH-000488","TE-11","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC",-1.05772242345911,FALSE,"HMGCR"
"ACH-000489","SW1116","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.932631124073266,FALSE,"HMGCR"
"ACH-000490","SF767","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC",-0.947647388338624,FALSE,"HMGCR"
"ACH-000491","NCI-H716","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.1768256686721,FALSE,"HMGCR"
"ACH-000492","MUTZ-5","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like","BLLBCRABL1L",NA,FALSE,"HMGCR"
"ACH-000493","SNU-423","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-1.05916719843118,FALSE,"HMGCR"
"ACH-000494","OELE","Ovary/Fallopian Tube","Non-Cancerous","Immortalized Ovarian Cells","",NA,FALSE,"HMGCR"
"ACH-000495","TUHR4TKB","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",-0.926449594327499,FALSE,"HMGCR"
"ACH-000496","NCI-H1792","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.924474235774518,FALSE,"HMGCR"
"ACH-000498","KO52","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.70323509515107,FALSE,"HMGCR"
"ACH-000499","EW8","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.575395299319697,FALSE,"HMGCR"
"ACH-000500","SNU-46","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC",-0.604630005214385,FALSE,"HMGCR"
"ACH-000501","LS123","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.943215924243329,FALSE,"HMGCR"
"ACH-000502","TCC-PAN2","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.10097800722237,FALSE,"HMGCR"
"ACH-000503","BICR 16","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.935352432531199,FALSE,"HMGCR"
"ACH-000504","SNB75","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.920894606796048,FALSE,"HMGCR"
"ACH-000505","RKN","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","LMS",-1.63310931667695,FALSE,"HMGCR"
"ACH-000506","NCI-H146","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-000507","KE-39","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",-1.01850692433133,FALSE,"HMGCR"
"ACH-000508","COR-L88","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-000509","HuT 78","Lymphoid","Mature T and NK Neoplasms","Sezary Syndrome","SS",NA,FALSE,"HMGCR"
"ACH-000510","NCI-H1299","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC",-1.14953851918458,FALSE,"HMGCR"
"ACH-000511","Calu-1","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-1.37127462363346,FALSE,"HMGCR"
"ACH-000512","INA6","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-0.837242274859685,FALSE,"HMGCR"
"ACH-000513","SNU-1272","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"HMGCR"
"ACH-000514","NCI-H1092","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",-1.37086199891662,FALSE,"HMGCR"
"ACH-000515","HCC-33","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",-0.959261681917654,FALSE,"HMGCR"
"ACH-000516","CAL-78","Bone","Chondrosarcoma","Dedifferentiated Chondrosarcoma","DDCHS",-1.05095218363608,FALSE,"HMGCR"
"ACH-000517","SNU-410","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.64055875428411,FALSE,"HMGCR"
"ACH-000518","CAL-33","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.955276949276236,FALSE,"HMGCR"
"ACH-000519","PEER","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",-1.08453064297121,FALSE,"HMGCR"
"ACH-000520","59M","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.878220236277949,FALSE,"HMGCR"
"ACH-000521","NCI-H2030","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.19461656255013,FALSE,"HMGCR"
"ACH-000522","UM-UC-3","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.941411380247178,FALSE,"HMGCR"
"ACH-000523","NCI-H1184","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-000524","KURAMOCHI","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-1.28555948844859,FALSE,"HMGCR"
"ACH-000525","NCI-H2171","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",-1.2128194056655,FALSE,"HMGCR"
"ACH-000526","Hs 821.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HMGCR"
"ACH-000527","OVISE","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","CCOV",-1.23823387972016,FALSE,"HMGCR"
"ACH-000528","ABC-1","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.37136913454186,FALSE,"HMGCR"
"ACH-000529","T1-73","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"HMGCR"
"ACH-000530","DMS 114","Lung","SMARCA4-deficient undifferentiated tumor","SMARCA4-deficient undifferentiated tumor","",NA,FALSE,"HMGCR"
"ACH-000531","RS-5","Fibroblast","Non-Cancerous","Fibroblast, Lung","",NA,FALSE,"HMGCR"
"ACH-000532","SNU-61","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ",-0.960749960879167,FALSE,"HMGCR"
"ACH-000533","NCI-H2004 RT","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",-1.20239077650675,FALSE,"HMGCR"
"ACH-000534","WSU-DLCL2","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"HMGCR"
"ACH-000535","BxPC-3","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.830218028500803,FALSE,"HMGCR"
"ACH-000536","BT-20","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",NA,FALSE,"HMGCR"
"ACH-000537","SNU-761","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-1.54435173951183,FALSE,"HMGCR"
"ACH-000538","HUTU80","Bowel","Small Bowel Cancer","Duodenal Adenocarcinoma","DA",NA,FALSE,"HMGCR"
"ACH-000539","Hs 618.T","Fibroblast","Non-Cancerous","Fibroblast, Lung","",NA,FALSE,"HMGCR"
"ACH-000540","Hs 606.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"HMGCR"
"ACH-000541","KMS-34","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-0.336126129548336,FALSE,"HMGCR"
"ACH-000542","Hey-A8","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.968944557031347,FALSE,"HMGCR"
"ACH-000543","SNU-489","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"HMGCR"
"ACH-000544","OE21","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC",-0.84451805825823,FALSE,"HMGCR"
"ACH-000545","VM-CUB1","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.739147527139441,FALSE,"HMGCR"
"ACH-000546","HSC-4","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.912566902167856,FALSE,"HMGCR"
"ACH-000547","HT-1197","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.763680331734786,FALSE,"HMGCR"
"ACH-000548","BHY","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-1.33626206143113,FALSE,"HMGCR"
"ACH-000549","SNU-1076","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC",-0.863116231382097,FALSE,"HMGCR"
"ACH-000550","IGR-39","Skin","Melanoma","Melanoma","MEL",-0.998362794409119,FALSE,"HMGCR"
"ACH-000551","K-562","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",-1.19316551751081,FALSE,"HMGCR"
"ACH-000552","HT-29","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.762941985935685,FALSE,"HMGCR"
"ACH-000553","Sq-1","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",NA,FALSE,"HMGCR"
"ACH-000554","UACC-893","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC",-1.65658588682588,FALSE,"HMGCR"
"ACH-000555","A-498","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"HMGCR"
"ACH-000556","SIHA","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC",-1.20167659848802,FALSE,"HMGCR"
"ACH-000557","AML-193","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-1.09746242639317,FALSE,"HMGCR"
"ACH-000558","A-172","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-1.42190198208541,FALSE,"HMGCR"
"ACH-000559","NCI-H1836","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",-1.077150707367,FALSE,"HMGCR"
"ACH-000560","ECC10","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Small Cell Carcinoma of the Stomach","STSC",NA,FALSE,"HMGCR"
"ACH-000561","T.T","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC",-0.833543390663212,FALSE,"HMGCR"
"ACH-000562","HCC-78","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.928309532271397,FALSE,"HMGCR"
"ACH-000563","EBC-1","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-0.925312955831969,FALSE,"HMGCR"
"ACH-000564","KHM-1B","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HMGCR"
"ACH-000565","RCM-1","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ",-0.880228156446487,FALSE,"HMGCR"
"ACH-000566","SW-1710","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",NA,FALSE,"HMGCR"
"ACH-000567","ST486","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",-0.925818887760702,FALSE,"HMGCR"
"ACH-000568","UACC-812","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC",NA,FALSE,"HMGCR"
"ACH-000569","IST-MES1","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",-1.11729398555698,FALSE,"HMGCR"
"ACH-000570","YKG1","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-1.05798335856984,FALSE,"HMGCR"
"ACH-000571","T98G","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-1.19473615823763,FALSE,"HMGCR"
"ACH-000572","G-361","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"HMGCR"
"ACH-000573","MDA-MB-436","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS",-1.60608556695475,FALSE,"HMGCR"
"ACH-000574","FU-OV-1","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",NA,FALSE,"HMGCR"
"ACH-000575","HCC-364","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-000576","KMS-27","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-1.46968362638988,FALSE,"HMGCR"
"ACH-000577","JHH-2","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-1.02064005181772,FALSE,"HMGCR"
