n,mean,median,sd,iqr,min,max,subgroup
144,9.4051079411975,9.43525329711856,0.356883003826261,0.486800709729829,8.48099210369791,10.4170085867888,group3
326,8.9705283363115,8.97727989510219,0.322538768434073,0.46607052881439,8.07414146275251,9.87144325493414,group4
223,9.04502196542127,9.02070220379104,0.451287076033766,0.571686060097662,8.06177619758669,10.6836964543065,shh
70,8.8610841973432,8.82555433808557,0.366379259062628,0.552641125449751,7.96866679319521,9.87620995751375,wnt
