group,n,mean,median,iqr
"atrt",10,4.65979785339854,4.82130819108048,0.695910438993815
"etmr",4,4.94990792710196,4.95813680093741,1.00728709879521
"hgg_k27m",9,5.0804134660758,4.77768271707355,1.00146421918677
"hggother",17,4.62171167331589,4.72191944555154,0.866864116083558
"mb_group3",37,4.44604148091481,4.45680614923047,0.569417800385398
"mb_group4",64,4.49508348182202,4.43695380382717,0.57966731817096
"mb_shh",25,4.19044063458079,4.20006486151431,0.3910869791725
"mb_wnt",12,4.2192957224185,4.07550725435655,0.406707392823563
"pa",68,4.14429163769662,4.15420364742559,0.716845651193616
