time,survival,lower,upper,censored,group
0,1,1,1,0,"High"
0.226666666666667,1,1,1,1,"High"
0.333333333333333,0.962264150943396,0.857427897866255,0.990426614849597,0,"High"
0.358333333333333,0.943396226415094,0.834689305844377,0.981385468357464,0,"High"
0.423333333333333,0.924528301886792,0.811287325601144,0.970984869097783,0,"High"
0.5625,0.905660377358491,0.788081072060723,0.959608778467581,0,"High"
0.585,0.886792452830189,0.765247883382621,0.947479343947827,0,"High"
0.748333333333333,0.849056603773585,0.720760715658958,0.921486241695606,0,"High"
0.773333333333333,0.830188679245283,0.699066076990246,0.907791570128404,0,"High"
0.79,0.811320754716981,0.677702967186378,0.893708331305943,0,"High"
0.830833333333333,0.792452830188679,0.656647592522732,0.879277605436301,0,"High"
0.915,0.773584905660377,0.635879056928331,0.864531826268016,0,"High"
1.16416666666667,0.754716981132076,0.615379320353353,0.84949705786228,0,"High"
1.38,0.754716981132076,0.615379320353353,0.84949705786228,1,"High"
1.4725,0.754716981132076,0.615379320353353,0.84949705786228,1,"High"
1.4975,0.754716981132076,0.615379320353353,0.84949705786228,1,"High"
1.72916666666667,0.734319224885263,0.592833407498322,0.83327091832947,0,"High"
1.83083333333333,0.71392146863845,0.570669901141925,0.816736206210371,1,"High"
1.89583333333333,0.71392146863845,0.570669901141925,0.816736206210371,1,"High"
1.9125,0.71392146863845,0.570669901141925,0.816736206210371,1,"High"
1.92333333333333,0.71392146863845,0.570669901141925,0.816736206210371,1,"High"
1.95333333333333,0.71392146863845,0.570669901141925,0.816736206210371,1,"High"
1.9975,0.71392146863845,0.570669901141925,0.816736206210371,2,"High"
2.16083333333333,0.71392146863845,0.570669901141925,0.816736206210371,1,"High"
2.7025,0.687479932762952,0.539462140071129,0.796512099751748,0,"High"
2.99416666666667,0.661038396887454,0.50936047232273,0.775690799166058,0,"High"
3.83083333333333,0.661038396887454,0.50936047232273,0.775690799166058,1,"High"
3.99166666666667,0.633495130350476,0.478516941543312,0.753718205228326,0,"High"
4.145,0.633495130350476,0.478516941543312,0.753718205228326,1,"High"
4.15833333333333,0.633495130350476,0.478516941543312,0.753718205228326,1,"High"
4.325,0.633495130350476,0.478516941543312,0.753718205228326,1,"High"
4.49166666666667,0.601820373832953,0.442310137817365,0.728986215314687,0,"High"
4.74083333333333,0.601820373832953,0.442310137817365,0.728986215314687,1,"High"
4.9075,0.601820373832953,0.442310137817365,0.728986215314687,1,"High"
4.98916666666667,0.601820373832953,0.442310137817365,0.728986215314687,1,"High"
5.47,0.601820373832953,0.442310137817365,0.728986215314687,1,"High"
5.77833333333333,0.601820373832953,0.442310137817365,0.728986215314687,1,"High"
6.40416666666667,0.601820373832953,0.442310137817365,0.728986215314687,2,"High"
6.4125,0.601820373832953,0.442310137817365,0.728986215314687,1,"High"
6.72666666666667,0.54710943075723,0.368023247599479,0.69497486923395,0,"High"
