cohort,cutoff_method,cutoff,n,excluded_n,odds_ratio_high_vs_low,ci_lower,ci_upper,p_value,interpretation,family_adjusted_p
"shh","median",5.70597790168252,160,63,1.00460078895511,0.397639005648863,2.57243874517179,1,"Fisher exact test; unadjusted for clinical confounding",1
