cohort,cutoff_method,cutoff,n,excluded_n,odds_ratio_high_vs_low,ci_lower,ci_upper,p_value,interpretation,family_adjusted_p
"group3","median",6.36585467726208,109,35,1.08156704684351,0.467797296609961,2.51140471004484,0.847411091823763,"Fisher exact test; unadjusted for clinical confounding",1
