test,statistic,df,p_value,adjusted_p_value,epsilon_squared,n,groups,reason,multiple_testing
"Kruskal-Wallis rank sum test",240.891656948013,11,2.24978653827976e-45,NA,0.306114057187767,763,12,"Predefined rank-based comparison of independent tumour expression distributions; no normality-test-driven selection. Group sizes, spread, ties and missingness are inspected first. Unequal shapes/spreads preclude interpreting this solely as a median test.","One omnibus test per gene; no across-gene correction"
