cohort,status,test,statistic,p_value,rank_biserial_metastatic_vs_m0,median_difference,n_metastatic,n_m0,p_value_BH,total_retrieved,cohort_n,usable_expression,usable_clinical,used_n,excluded_n,warnings,coding_evidence
"group3","complete","Two-sided Wilcoxon rank-sum; tie-adjusted normal approximation",1398.5,0.901315635031709,-0.0144467935165609,0.138364662555881,43,66,0.901315635031709,763,144,144,109,109,35,"Rank-based distribution comparison after inspecting group sizes, variance and missingness; not necessarily a median-only effect. No age/batch adjustment.","R2 annotation and track field explicitly states met_status_(1_met__0_m0): 1=metastatic, 0=M0. No additional metastatic-stage field is present."
