status,cutoff_reference_n,events,censored,cox_p,cohort,cutoff_method,cutoff,n,deaths,low_n,high_n,excluded_n,logrank_p,cutoff_adjusted_p,candidate_cutoffs,hazard_ratio_high_vs_low,ci_lower,ci_upper,ph_test_p,cox_note,logrank_statistic,logrank_df,logrank_p_BH,total_retrieved,cohort_n,usable_expression,usable_clinical,used_n,warnings,coding_evidence,cox_p_BH
"complete",763,159,453,0.0156838854840244,"all","mean",5.94613989457325,612,159,471,141,151,0.0149048182582308,0.0149048182582308,1,1.51970044019311,1.08223009134985,2.13400962178249,0.147042533189574,"",5.92768399332378,1,0.0298096365164615,763,763,763,612,612,"High > mean; Low <= mean. Mean uses all finite expression values in this cohort before clinical exclusions. Unadjusted exploratory association; independent/non-informative censoring assumed.","R2 Kaplan follow-up months / 12, checked against rounded os_(years); status 1 decreases survival in R2 kaplan.js; 0 censored; per-patient status agrees with dead metadata",0.0313677709680487
