status,cutoff_reference_n,events,censored,cox_p,cohort,cutoff_method,cutoff,n,deaths,low_n,high_n,excluded_n,logrank_p,cutoff_adjusted_p,candidate_cutoffs,hazard_ratio_high_vs_low,ci_lower,ci_upper,ph_test_p,cox_note,logrank_statistic,logrank_df,logrank_p_BH,total_retrieved,cohort_n,usable_expression,usable_clinical,used_n,warnings,coding_evidence,cox_p_BH
"complete",763,159,453,0.803584704670381,"all","mean",9.40195747829394,612,159,303,309,151,0.802673777144782,0.802673777144782,1,1.04040416450895,0.761449365377421,1.42155325717692,0.62246926616157,"",0.062444132977609,1,0.802673777144782,763,763,763,612,612,"High > mean; Low <= mean. Mean uses all finite expression values in this cohort before clinical exclusions. Unadjusted exploratory association; independent/non-informative censoring assumed.","R2 Kaplan follow-up months / 12, checked against rounded os_(years); status 1 decreases survival in R2 kaplan.js; 0 censored; per-patient status agrees with dead metadata",0.803584704670381
