cutoff,low_n,high_n,p_value,adjusted_p
5.31469652565629,62,550,0.0380270632889126,1
5.31831684133498,65,547,0.0533367001471981,1
5.32192809488736,68,544,0.10743637077562,1
5.32553033156756,69,543,0.168471968919488,1
5.32912359629157,70,542,0.144675630168327,1
5.3327079336406,73,539,0.0983973909345823,1
5.33628338786443,79,533,0.105678252729259,1
5.33985000288462,83,529,0.0876792541534657,1
5.34340782229781,87,525,0.0963182587884933,1
5.34695688937888,89,523,0.120134121800716,1
5.35049724708413,91,521,0.162501162588338,1
5.35402893805439,94,518,0.137553032150768,1
5.35755200461808,99,513,0.0886372896006625,1
5.36106648879432,102,510,0.067792612620663,1
5.36457243229586,103,509,0.0650996952318405,1
5.36806987653208,106,506,0.0452850837917364,1
5.37155886261196,107,505,0.0404010766871732,1
5.37503943134692,110,502,0.0749847193489785,1
5.37851162325373,113,499,0.0560584970694339,1
5.3819754785573,117,495,0.0431072736411638,1
5.38543103719352,118,494,0.0655400828885458,1
5.38887833881199,121,491,0.0457631238838006,1
5.39231742277876,122,490,0.0381794424822483,1
5.39574832817903,123,489,0.0360608618043561,1
5.39917109381982,125,487,0.0288404679337972,1
5.40258575823259,126,486,0.0231141815683593,1
5.40599235967584,128,484,0.0268492703760451,1
5.4093909361377,131,481,0.0342602420230613,1
5.41278152533848,132,480,0.0296566241101783,1
5.41616416473313,133,479,0.042707638779663,1
5.41953889151378,136,476,0.0906254801630091,1
5.42290574261218,138,474,0.0826289763602751,1
5.4262647547021,143,469,0.0871992379034746,1
5.42961596420174,146,466,0.0959515218304565,1
5.43295940727611,149,463,0.0976663967277356,1
5.43962313755712,153,459,0.107989681598722,1
5.44294349584873,155,457,0.076153089512148,1
5.44625622988956,157,455,0.0657605372108616,1
5.44956137461324,159,453,0.0570118591820104,1
5.456149034648,164,448,0.0797343533342245,1
5.4594316186373,169,443,0.0762946683103415,1
5.46270675067016,172,440,0.0842028688954183,1
5.46597446450407,174,438,0.10281041777803,1
5.46923479366766,175,437,0.133664939620158,1
5.47248777146274,176,436,0.112447984740225,1
5.47897180503294,177,435,0.13771196520692,1
5.48220292629596,178,434,0.166389447420507,1
5.48864353985378,180,432,0.144278242827554,1
5.49185309632967,182,430,0.122538825900576,1
5.49505552836802,186,426,0.103286512814911,1
5.49825086752783,188,424,0.120900609426931,1
5.50143914515887,190,422,0.102122489973133,1
5.50462039240355,192,420,0.0676856579836841,1
5.51096191927738,198,414,0.0630912522910932,1
5.51727569320958,199,413,0.0519300372770282,1
5.52042224852645,205,407,0.0461134057604281,1
5.52356195605701,209,403,0.0308481874778152,1
5.53294028837287,214,398,0.0293512224969993,1
5.53605290024021,218,394,0.0206223880449819,1
5.53915881110803,222,390,0.0325156527927247,1
5.54225804976692,224,388,0.0277760762581104,1
5.5453506448223,226,386,0.0329214152954561,1
5.54843662469604,232,380,0.0378507351452063,1
5.55151601762801,233,379,0.0307608282965952,1
5.56071495447448,235,377,0.0591827688581718,1
5.56376827845203,236,376,0.0590097800956587,1
5.5668151540109,239,373,0.0395336485206563,1
5.56985560833095,244,368,0.0584329367313551,1
5.57288966842058,253,359,0.0389741868294427,1
5.57591736111815,256,356,0.0614563220608153,1
5.57893871309339,258,354,0.0520573900683875,1
5.58195375084882,260,352,0.0590508798279889,1
5.58496250072116,265,347,0.0843097684662789,1
5.58796498888268,266,346,0.0819229210357053,1
5.5909612413426,268,344,0.10124097616921,1
5.59395128394841,272,340,0.0645215675629768,1
5.59693514238723,276,336,0.0645765350849866,1
5.59991284218713,279,333,0.0425051940973683,1
5.60584986719498,281,331,0.0326645600651984,1
5.60880924267552,285,327,0.03209795777012,1
5.61176256006487,286,326,0.0277623379522698,1
5.61470984411521,290,322,0.0192506998797318,1
5.61765111942733,292,320,0.0159800081555017,1
5.62058641045188,297,315,0.0429027163905169,1
5.62351574149055,299,313,0.0324593890810877,1
5.62643913669732,300,312,0.0293263514814107,1
5.62935662007961,303,309,0.022023464487412,1
5.63226821549951,304,308,0.0189387591948937,1
5.63517394667492,305,307,0.0151833785174534,1
5.63807383718072,308,304,0.0112298553538725,1
5.64385618977472,312,300,0.0272818860975088,1
5.64673869830785,315,297,0.0474798939447893,1
5.64961545906341,317,295,0.0402353355316924,1
5.65248649491816,318,294,0.0386327549431418,1
5.65535182861255,320,292,0.0317695670475722,1
5.6582114827518,322,290,0.0372989134245482,1
5.66106547980695,323,289,0.0330133745027189,1
5.66391384211598,325,287,0.0409729234092588,1
5.66959375118833,326,286,0.0373730821014729,1
5.6724253419715,329,283,0.0504083940551223,1
5.67525138605026,331,281,0.042545083640928,1
5.67807190511264,332,280,0.0369888191477083,1
5.68088692071969,336,276,0.0408944882570253,1
5.68369645430652,337,275,0.0534717165547198,1
5.68650052718322,339,273,0.0650186480266182,1
5.68929916053589,342,270,0.0754194998064484,1
5.69488019279919,348,264,0.0382082716593196,1
5.69766263347052,349,263,0.032963867089051,1
5.70321146739115,351,261,0.0267592252192072,1
5.70597790168252,354,258,0.023181185057256,1
5.71149490665009,358,254,0.0102604221993475,1
5.71424551766612,360,252,0.00821161384226969,1
5.71699089440494,361,251,0.00742902769670918,1
5.71973105674985,366,246,0.00617168638523659,1
5.72519581722666,367,245,0.00516151911197688,1
5.7279204545632,370,242,0.0102857700483783,1
5.73063995591679,372,240,0.0124354152026108,1
5.73335434061383,373,239,0.010813524335766,1
5.73876783680019,375,237,0.0214365042976274,1
5.74146698640115,377,235,0.0179907894947066,1
5.74416109557041,378,234,0.0144426450882462,1
5.74953426766926,382,230,0.00759468456079775,1
5.75221336786514,385,227,0.00801687056772165,1
5.75488750216347,388,224,0.00480602703351957,1
5.75755668893945,389,223,0.00750296740846555,1
5.76022094646651,390,222,0.00635974056215169,1
5.762880292917,391,221,0.0048867783176301,1
5.76818432477693,393,219,0.00639235452244079,1
5.77610398807316,394,218,0.0074336794360847,1
5.78135971352466,396,216,0.0063876421687929,1
5.7839804136838,397,215,0.00480079145578029,1
5.78659636189081,398,214,0.00352118588754317,0.84508461301036
5.78920757534735,402,210,0.0109568092585487,1
5.79181407116183,403,209,0.010638367653484,1
5.79441586635011,404,208,0.00973741395012241,1
5.79701297783614,406,206,0.0129916093039046,1
5.79960542245267,410,202,0.00605946711650171,1
5.80219321694183,411,201,0.00552087316642242,1
5.8073549220576,413,199,0.00370473473005981,0.889136335214355
5.81506301719287,417,195,0.0110921054280182,1
5.81762325751143,418,194,0.00891732997140542,1
5.82017896241519,419,193,0.00728832551827771,1
5.82273014794452,422,190,0.00939065188484419,1
5.83035674741922,425,187,0.0106131026351233,1
5.83541884047548,426,186,0.00974797919672906,1
5.83794324189103,427,185,0.00867234019685164,1
5.84046323386954,428,184,0.00782213236230425,1
5.84297883178833,431,181,0.0158818195465098,1
5.84549005094438,432,180,0.0136284721282164,1
5.85299758761332,434,178,0.0112443524655877,1
5.85549144310187,435,177,0.00954917544022905,1
