cohort,cutoff_method,cutoff,n,deaths,low_n,high_n,excluded_n,logrank_p,cutoff_adjusted_p,candidate_cutoffs,hazard_ratio_high_vs_low,ci_lower,ci_upper,ph_test_p,cox_note,family_adjusted_p
"group3","optimal",9.99929538702341,113,47,101,12,31,0.0514108927319114,1,88,2.20444181969565,0.978007234098787,4.96884232242007,0.643699678105749,"",1
