ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,gene_effect,is_medulloblastoma,gene
"ACH-000001","NIH:OVCAR-3","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.514396130375087,FALSE,"SLC2A1"
"ACH-000002","HL-60","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"SLC2A1"
"ACH-000003","CACO2","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-000004","HEL","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.291889900662878,FALSE,"SLC2A1"
"ACH-000005","HEL 92.1.7","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.205265451013214,FALSE,"SLC2A1"
"ACH-000006","MONO-MAC-6","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"SLC2A1"
"ACH-000007","LS513","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.659154614255146,FALSE,"SLC2A1"
"ACH-000008","A101D","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-000009","C2BBe1","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.343401978198097,FALSE,"SLC2A1"
"ACH-000011","253J","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",0.110455413157223,FALSE,"SLC2A1"
"ACH-000012","HCC-827","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.85708077131595,FALSE,"SLC2A1"
"ACH-000013","ONCO-DG-1","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.150679075523548,FALSE,"SLC2A1"
"ACH-000014","Hs 294T","Skin","Melanoma","Melanoma","MEL",-0.169331268726484,FALSE,"SLC2A1"
"ACH-000015","NCI-H1581","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC",-0.140994839545564,FALSE,"SLC2A1"
"ACH-000016","SLR 21","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"SLC2A1"
"ACH-000017","SK-BR-3","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",0.0095669588884647,FALSE,"SLC2A1"
"ACH-000018","T24","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.357914244674697,FALSE,"SLC2A1"
"ACH-000019","MCF7","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",-0.379409810677315,FALSE,"SLC2A1"
"ACH-000020","MHH-CALL-2","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with Hypodiploidy","BLLHYPO",NA,FALSE,"SLC2A1"
"ACH-000021","NCI-H1693","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.0561544665688641,FALSE,"SLC2A1"
"ACH-000022","PA-TU-8988S","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.125719819060837,FALSE,"SLC2A1"
"ACH-000023","PA-TU-8988T","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.336056054220221,FALSE,"SLC2A1"
"ACH-000024","OPM-2","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-1.33642940790273,FALSE,"SLC2A1"
"ACH-000025","CH-157MN","CNS/Brain","Meningothelial Tumor","Meningioma","MNG",-0.467488977619712,FALSE,"SLC2A1"
"ACH-000026","253J-BV","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.406682339864039,FALSE,"SLC2A1"
"ACH-000027","GOS-3","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-000028","KPL-1","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",-0.594670807787727,FALSE,"SLC2A1"
"ACH-000029","HCC-827-GR5","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.515004681420874,FALSE,"SLC2A1"
"ACH-000030","PC-14","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.260726060259167,FALSE,"SLC2A1"
"ACH-000031","Panc 02.13","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"SLC2A1"
"ACH-000032","MHH-CALL-3","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1","BLLTCF3PBX1",NA,FALSE,"SLC2A1"
"ACH-000033","NCI-H1819","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-000034","PLB-985","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"SLC2A1"
"ACH-000035","NCI-H1650","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC",-0.281837298265695,FALSE,"SLC2A1"
"ACH-000036","U343","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-1.22746751086491,FALSE,"SLC2A1"
"ACH-000037","S-117","Soft Tissue","Sarcoma, NOS","Sarcoma, NOS","SARCNOS",-0.271305759069323,FALSE,"SLC2A1"
"ACH-000038","EHEB","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"SLC2A1"
"ACH-000039","SK-N-MC","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-1.02529699238859,FALSE,"SLC2A1"
"ACH-000040","U-118 MG","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-0.376326972504123,FALSE,"SLC2A1"
"ACH-000041","RD-ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.364398862400806,FALSE,"SLC2A1"
"ACH-000042","Panc 02.03","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.12674836634506,FALSE,"SLC2A1"
"ACH-000043","Hs 895.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"SLC2A1"
"ACH-000044","MDA-MB-134-VI","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC",NA,FALSE,"SLC2A1"
"ACH-000045","MV4-11","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",0.522978735269778,FALSE,"SLC2A1"
"ACH-000046","ACHN","Kidney","Renal Cell Carcinoma","Papillary Renal Cell Carcinoma","PRCC",NA,FALSE,"SLC2A1"
"ACH-000047","GCIY","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",-0.254214722002586,FALSE,"SLC2A1"
"ACH-000048","TOV-112D","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","EOV",-0.14932806274463,FALSE,"SLC2A1"
"ACH-000049","HEK TE","Kidney","Non-Cancerous","Immortalized Embyonic Kidney Cells","",NA,FALSE,"SLC2A1"
"ACH-000050","NCI-H929","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"SLC2A1"
"ACH-000051","TE 617.T","Soft Tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","RMS",NA,FALSE,"SLC2A1"
"ACH-000052","A-673","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.728253898578023,FALSE,"SLC2A1"
"ACH-000053","KARPAS-299","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ALCLALKP",-0.127237389903153,FALSE,"SLC2A1"
"ACH-000054","HT-1080","Soft Tissue","Fibrosarcoma","Fibrosarcoma","FIBS",-0.399308867781377,FALSE,"SLC2A1"
"ACH-000055","D283 Med","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-1.19295058061461,TRUE,"SLC2A1"
"ACH-000056","DOHH-2","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"SLC2A1"
"ACH-000057","OPM-1","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"SLC2A1"
"ACH-000058","ML-1","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","THFO",NA,FALSE,"SLC2A1"
"ACH-000059","SUP-B15","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1","BLLBCRABL1",NA,FALSE,"SLC2A1"
"ACH-000060","Panc 10.05","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.718172312499327,FALSE,"SLC2A1"
"ACH-000061","HH","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","MTNN",NA,FALSE,"SLC2A1"
"ACH-000062","RERF-LC-MS","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-000063","Hs 616.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"SLC2A1"
"ACH-000064","SALE","Lung","Non-Cancerous","Immortalized Lung Cells","",NA,FALSE,"SLC2A1"
"ACH-000065","OCI-AML5","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"SLC2A1"
"ACH-000066","HCC4006","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-000067","Hs 683","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ODG",-0.26838352759421,FALSE,"SLC2A1"
"ACH-000068","REC-1","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",NA,FALSE,"SLC2A1"
"ACH-000069","Hs 611.T","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL",NA,FALSE,"SLC2A1"
"ACH-000070","697","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3);TCF3-PBX1","BLLTCF3PBX1",-0.892376572079262,FALSE,"SLC2A1"
"ACH-000071","Hs 706.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"SLC2A1"
"ACH-000072","MEG-01","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",NA,FALSE,"SLC2A1"
"ACH-000073","GRANTA-519","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",NA,FALSE,"SLC2A1"
"ACH-000074","KU812","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",-0.307801900690085,FALSE,"SLC2A1"
"ACH-000075","U-87 MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.221626470012463,FALSE,"SLC2A1"
"ACH-000076","NCO2","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",-0.137165749973129,FALSE,"SLC2A1"
"ACH-000077","MJ","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","MTNN",0.11034540379464,FALSE,"SLC2A1"
"ACH-000078","MHH-NB-11","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.884172690646827,FALSE,"SLC2A1"
"ACH-000079","TE 125.T","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","",NA,FALSE,"SLC2A1"
"ACH-000080","BDCM","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"SLC2A1"
"ACH-000081","GDM-1","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"SLC2A1"
"ACH-000082","G-292, clone A141B1","Bone","Osteosarcoma","Osteosarcoma","OS",-0.274982785179352,FALSE,"SLC2A1"
"ACH-000083","Hs 281.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"SLC2A1"
"ACH-000084","MUTZ-3","Myeloid","Acute Myeloid Leukemia","AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM","AMLGATA2MECOM",NA,FALSE,"SLC2A1"
"ACH-000085","T3M-4","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.298816738029213,FALSE,"SLC2A1"
"ACH-000086","ACC-MESO-1","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",-0.0522571228580032,FALSE,"SLC2A1"
"ACH-000087","SK-ES-1","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.622979686752313,FALSE,"SLC2A1"
"ACH-000088","Hs 172.T","Fibroblast","Non-Cancerous","Fibroblast, Urinary Tract","",NA,FALSE,"SLC2A1"
"ACH-000089","NCI-H684","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-000090","PC-3","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-0.837957264947472,FALSE,"SLC2A1"
"ACH-000091","OV56","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"SLC2A1"
"ACH-000092","NCI-H2452","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO",-0.698668900290092,FALSE,"SLC2A1"
"ACH-000093","Panc 05.04","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.313572818339622,FALSE,"SLC2A1"
"ACH-000094","HPAF-II","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.611540202228435,FALSE,"SLC2A1"
"ACH-000095","D341 Med","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-0.996065060984957,TRUE,"SLC2A1"
"ACH-000096","G-401","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",-0.128747464434666,FALSE,"SLC2A1"
"ACH-000097","ZR-75-1","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",-0.845300622658521,FALSE,"SLC2A1"
"ACH-000098","GAMG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.0302863901513567,FALSE,"SLC2A1"
"ACH-000099","SIMA","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-1.06372851963815,FALSE,"SLC2A1"
"ACH-000100","RH-41","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",-0.792966951525284,FALSE,"SLC2A1"
"ACH-000101","KE-37","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",-0.627551126789805,FALSE,"SLC2A1"
"ACH-000102","GMS-10","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-000103","Caov-4","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.190729359320915,FALSE,"SLC2A1"
"ACH-000104","Loucy","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Early T-Cell Precursor Lymphoblastic Leukemia","ETPLL",NA,FALSE,"SLC2A1"
"ACH-000105","ALL-SIL","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"SLC2A1"
"ACH-000106","JVM-2","Lymphoid","Mature B-Cell Neoplasms","Mantle Cell Lymphoma","MCL",-0.43780139168196,FALSE,"SLC2A1"
"ACH-000107","Capan-2","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"SLC2A1"
"ACH-000108","KP-3","Pancreas","Adenosquamous Carcinoma of the Pancreas","Adenosquamous Carcinoma of the Pancreas","PAASC",-0.369870037955682,FALSE,"SLC2A1"
"ACH-000109","NCI-H3255","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-000110","NCC-StC-K140","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",NA,FALSE,"SLC2A1"
"ACH-000111","HCC1187","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",-0.282481937471269,FALSE,"SLC2A1"
"ACH-000112","SIG-M5","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",NA,FALSE,"SLC2A1"
"ACH-000113","OCI-AML2","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.295835550277362,FALSE,"SLC2A1"
"ACH-000114","SU.86.86","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.0707888572044368,FALSE,"SLC2A1"
"ACH-000115","VCaP","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-0.463577165905002,FALSE,"SLC2A1"
"ACH-000116","OAW28","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.354932255801447,FALSE,"SLC2A1"
"ACH-000117","EFM-192A","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",NA,FALSE,"SLC2A1"
"ACH-000118","HUP-T3","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.859773144528879,FALSE,"SLC2A1"
"ACH-000119","Hs 863.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"SLC2A1"
"ACH-000120","CHP-212","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.193664052384262,FALSE,"SLC2A1"
"ACH-000121","NCI-H2405","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-000122","SUP-T11","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"SLC2A1"
"ACH-000123","COV434","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Small Cell Carcinoma of the Ovary","SCCO",-0.150275755009715,FALSE,"SLC2A1"
"ACH-000124","OCI-LY-19","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",-0.496350834326367,FALSE,"SLC2A1"
"ACH-000125","TO 175.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"SLC2A1"
"ACH-000126","KG-1-C","CNS/Brain","Diffuse Glioma","Oligodendroglioma","ODG",NA,FALSE,"SLC2A1"
"ACH-000127","SLR 20","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.325141000846563,FALSE,"SLC2A1"
"ACH-000128","LN-319","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-0.650072813192571,FALSE,"SLC2A1"
"ACH-000129","NCI-H1341","Lung","SMARCA4-deficient undifferentiated tumor","SMARCA4-deficient undifferentiated tumor","",NA,FALSE,"SLC2A1"
"ACH-000130","NALM-19","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"SLC2A1"
"ACH-000131","Hs 229.T","Fibroblast","Non-Cancerous","Fibroblast, Lung","",NA,FALSE,"SLC2A1"
"ACH-000132","JHOS-2","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.259190000767373,FALSE,"SLC2A1"
"ACH-000133","Hs 729","Fibroblast","Non-Cancerous","Fibroblast","",-0.097715051048322,FALSE,"SLC2A1"
"ACH-000134","Hs 274.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"SLC2A1"
"ACH-000135","Hs 940.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"SLC2A1"
"ACH-000136","CHP-126","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",NA,FALSE,"SLC2A1"
"ACH-000137","8-MG-BA","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.3867039519862,FALSE,"SLC2A1"
"ACH-000138","CFPAC-1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.89243309444992,FALSE,"SLC2A1"
"ACH-000139","Panc 03.27","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.375212463468264,FALSE,"SLC2A1"
"ACH-000140","Pfeiffer","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"SLC2A1"
"ACH-000141","SNU-308","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","GBAD",-0.302366940906726,FALSE,"SLC2A1"
"ACH-000142","CAL-29","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.475968555923101,FALSE,"SLC2A1"
"ACH-000143","HCC2429","Lung","Non-Small Cell Lung Cancer","NUT Carcinoma of the Lung","NUTCL",-0.536177794934983,FALSE,"SLC2A1"
"ACH-000144","RERF-GC-1B","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",-0.144209866871281,FALSE,"SLC2A1"
"ACH-000145","SK-LMS-1","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","LMS",-0.141170676012352,FALSE,"SLC2A1"
"ACH-000146","THP-1","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",-0.23228149820242,FALSE,"SLC2A1"
"ACH-000147","T-47D","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",-0.695392593759444,FALSE,"SLC2A1"
"ACH-000148","Hs 578T","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS",-0.196551263194219,FALSE,"SLC2A1"
"ACH-000149","SK-N-SH","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.395448492931555,FALSE,"SLC2A1"
"ACH-000150","HCC2935","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-000151","JM1","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",-1.06575947890639,FALSE,"SLC2A1"
"ACH-000152","M059K","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.244761955104213,FALSE,"SLC2A1"
"ACH-000153","NCI-H2052","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","PLSMESO",-0.113514223852105,FALSE,"SLC2A1"
"ACH-000154","Hs 888.T","Fibroblast","Non-Cancerous","Fibroblast, Bone","",NA,FALSE,"SLC2A1"
"ACH-000155","SW 1990","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.0304979154996612,FALSE,"SLC2A1"
"ACH-000156","MHH-CALL-4","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like","BLLBCRABL1L",NA,FALSE,"SLC2A1"
"ACH-000157","A4/Fuk","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"SLC2A1"
"ACH-000158","OCI-LY3","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC",NA,FALSE,"SLC2A1"
"ACH-000159","OS-RC-2","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",-0.0240139958166281,FALSE,"SLC2A1"
"ACH-000160","BT-12","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",0.0144804260558034,FALSE,"SLC2A1"
"ACH-000161","COR-L105","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.382816508434477,FALSE,"SLC2A1"
"ACH-000162","GA-10","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"SLC2A1"
"ACH-000163","SW579","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC",-0.218812929805456,FALSE,"SLC2A1"
"ACH-000164","PANC-1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.623132368087739,FALSE,"SLC2A1"
"ACH-000165","Hs 751.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"SLC2A1"
"ACH-000166","Kasumi-6","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"SLC2A1"
"ACH-000167","KE-97","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-0.229001072565854,FALSE,"SLC2A1"
"ACH-000168","NOMO-1","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",-0.0680120566610679,FALSE,"SLC2A1"
"ACH-000169","RD","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS",-0.198925109925365,FALSE,"SLC2A1"
"ACH-000170","PrEC LH","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","",NA,FALSE,"SLC2A1"
"ACH-000171","VMRC-RCZ","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-000172","TM-87","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",-0.292841028184286,FALSE,"SLC2A1"
"ACH-000173","JHUEM-3","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"SLC2A1"
"ACH-000174","CAL-62","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP",-0.547889177714286,FALSE,"SLC2A1"
"ACH-000175","TE159T","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","",NA,FALSE,"SLC2A1"
"ACH-000176","LOU-NH91","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-1.80857304563853,FALSE,"SLC2A1"
"ACH-000177","NCI-H660","Prostate","Prostate Small Cell Carcinoma","Prostate Small Cell Carcinoma","PRSCC",NA,FALSE,"SLC2A1"
"ACH-000178","Hs 766T","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.638156422682419,FALSE,"SLC2A1"
"ACH-000179","NCI-H1618","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-000180","Hs 839.T","Fibroblast","Non-Cancerous","Fibroblast, Skin","",NA,FALSE,"SLC2A1"
"ACH-000181","SCC-9","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.575034105636391,FALSE,"SLC2A1"
"ACH-000182","SNU-869","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","AMPCA",-1.00358022703679,FALSE,"SLC2A1"
"ACH-000183","L-363","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",-1.11152188039683,FALSE,"SLC2A1"
"ACH-000184","Hs  343.T","Fibroblast","Non-Cancerous","Fibroblast, Breast","",NA,FALSE,"SLC2A1"
