ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,gene_effect,is_medulloblastoma,gene
"ACH-000940","AN3 CA","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"SLC2A1"
"ACH-000941","HEC-1-B","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-0.033130007177203,FALSE,"SLC2A1"
"ACH-000942","HPB-ALL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",NA,FALSE,"SLC2A1"
"ACH-000943","RKO","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.49931915678409,FALSE,"SLC2A1"
"ACH-000944","NAMALWA","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",-0.336811950660379,FALSE,"SLC2A1"
"ACH-000945","NCI-H650","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.166280322164832,FALSE,"SLC2A1"
"ACH-000946","HEC-265","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",0.254078627673161,FALSE,"SLC2A1"
"ACH-000947","OVK18","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","EOV",-0.127590800974827,FALSE,"SLC2A1"
"ACH-000948","23132/87","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",-0.643392453635018,FALSE,"SLC2A1"
"ACH-000949","TGBC11TKB","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",NA,FALSE,"SLC2A1"
"ACH-000950","LoVo","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.690894166367154,FALSE,"SLC2A1"
"ACH-000951","NCI-H2342","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-000952","MDA PCa 2b","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",NA,FALSE,"SLC2A1"
"ACH-000953","SUP-T1","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",-0.405769382980199,FALSE,"SLC2A1"
"ACH-000954","HEC-1-A","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"SLC2A1"
"ACH-000955","SNU-407","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-000956","22Rv1","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-0.0611817054516411,FALSE,"SLC2A1"
"ACH-000957","LS 180","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.223670999047882,FALSE,"SLC2A1"
"ACH-000958","SW48","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.739409585545431,FALSE,"SLC2A1"
"ACH-000959","SNU-C4","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.897232559845499,FALSE,"SLC2A1"
"ACH-000960","Reh","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1","BLLETV6RUNX1",-0.0264901945669054,FALSE,"SLC2A1"
"ACH-000961","Ishikawa (Heraklio) 02 ER-","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-0.916918212261537,FALSE,"SLC2A1"
"ACH-000962","OC 314","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",-0.348984664237474,FALSE,"SLC2A1"
"ACH-000963","CCK-81","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.219476858882062,FALSE,"SLC2A1"
"ACH-000964","MOLT-3","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"SLC2A1"
"ACH-000965","RL95-2","Uterus","Endometrial Carcinoma","Uterine Adenosquamous Carcinoma","UASC",0.122467833352951,FALSE,"SLC2A1"
"ACH-000966","IGROV1","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","EOV",-0.231876025696192,FALSE,"SLC2A1"
"ACH-000967","SNU-C2A","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-000968","COLO 792","Skin","Melanoma","Melanoma","MEL",-0.166926006168503,FALSE,"SLC2A1"
"ACH-000969","KM12","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.934886975809761,FALSE,"SLC2A1"
"ACH-000970","SNU-C5","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.176609649984229,FALSE,"SLC2A1"
"ACH-000971","HCT 116","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.277819251829243,FALSE,"SLC2A1"
"ACH-000972","HEC-151","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-0.00536321962879366,FALSE,"SLC2A1"
"ACH-000973","639-V","Bladder/Urinary Tract","Urethral Cancer","Urethral Urothelial Carcinoma","UCU",0.125582521476053,FALSE,"SLC2A1"
"ACH-000974","SNG-M","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-0.00198059711056098,FALSE,"SLC2A1"
"ACH-000975","HCC2450","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-0.620134491871192,FALSE,"SLC2A1"
"ACH-000976","HuCCT1","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH",-0.00918475057143914,FALSE,"SLC2A1"
"ACH-000977","LNCaP clone FGC","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-0.299648268539833,FALSE,"SLC2A1"
"ACH-000978","EN","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-0.373006862136112,FALSE,"SLC2A1"
"ACH-000979","DU 145","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","PRAD",-0.557878332382303,FALSE,"SLC2A1"
"ACH-000980","NCI-H1155","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","LCLC",-0.355152169672419,FALSE,"SLC2A1"
"ACH-000981","DND-41","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",NA,FALSE,"SLC2A1"
"ACH-000982","GP2d","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-000983","KCL-22","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1",-0.269066577848533,FALSE,"SLC2A1"
"ACH-000984","HEC-6","Uterus","Endometrial Carcinoma","Uterine Adenosquamous Carcinoma","UASC",-0.129872595735258,FALSE,"SLC2A1"
"ACH-000985","LS411N","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.56545530361341,FALSE,"SLC2A1"
"ACH-000986","HT115","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.891242793681671,FALSE,"SLC2A1"
"ACH-000987","MeWo","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"SLC2A1"
"ACH-000988","MFE-319","Uterus","Endometrial Carcinoma","Uterine Adenosquamous Carcinoma","UASC",-0.109360336719877,FALSE,"SLC2A1"
"ACH-000989","SNU-175","Bowel","Colorectal Adenocarcinoma","Mucinous Adenocarcinoma of the Colon and Rectum","MACR",NA,FALSE,"SLC2A1"
"ACH-000990","HEC-108","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"SLC2A1"
"ACH-000991","SNU-81","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.437362070135186,FALSE,"SLC2A1"
"ACH-000992","BICR 18","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC",NA,FALSE,"SLC2A1"
"ACH-000993","JHUEM-7","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-0.543710968536327,FALSE,"SLC2A1"
"ACH-000994","HEC-59","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-1.209269333691,FALSE,"SLC2A1"
"ACH-000995","JURKAT","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",-0.323069009266418,FALSE,"SLC2A1"
"ACH-000996","HEC-251","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-0.0473020615480557,FALSE,"SLC2A1"
"ACH-000997","HCT-15","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.10923109843491,FALSE,"SLC2A1"
"ACH-000998","CW-2","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-000999","SNU-1040","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-001000","1321N1","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",NA,FALSE,"SLC2A1"
"ACH-001001","143B","Bone","Osteosarcoma","Osteosarcoma","OS",-0.31557982814582,FALSE,"SLC2A1"
"ACH-001002","451Lu","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"SLC2A1"
"ACH-001007","A673STAG2KO16","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001008","A673STAG2KO45","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001009","A673STAG2NT14","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001010","A673STAG2NT23","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001015","AZ521","Bowel","Small Bowel Cancer","Duodenal Adenocarcinoma","DA",NA,FALSE,"SLC2A1"
"ACH-001016","Becker","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-0.340907410376315,FALSE,"SLC2A1"
"ACH-001017","BGC823","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ECAD",NA,FALSE,"SLC2A1"
"ACH-001018","BJ hTERT","Fibroblast","Non-Cancerous","Fibroblast, NOS","",NA,FALSE,"SLC2A1"
"ACH-001019","BroLi","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"SLC2A1"
"ACH-001020","BT-16","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",0.198575460097741,FALSE,"SLC2A1"
"ACH-001021","C3A","Liver","Hepatoblastoma","Hepatoblastoma","LIHB",NA,FALSE,"SLC2A1"
"ACH-001022","CB-AGPN","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001023","CGTH-W-1","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC",NA,FALSE,"SLC2A1"
"ACH-001024","CHL-1","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-001028","CHLA-06","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",0.106331113370835,FALSE,"SLC2A1"
"ACH-001029","CHLA-10","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.0116157961829182,FALSE,"SLC2A1"
"ACH-001030","CHLA-218","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001031","CHLA-266","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",0.0458000749487285,FALSE,"SLC2A1"
"ACH-001032","CHLA-32","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001033","CHLA-57","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","PNET",-0.224893610488411,FALSE,"SLC2A1"
"ACH-001034","CHLA-9","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001035","CHLA-99","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001036","CMK-11-5","Myeloid","Acute Myeloid Leukemia","Myeloid Leukemia Associated with Down Syndrome","MLADS",-0.0821503089985121,FALSE,"SLC2A1"
"ACH-001037","CMK-86","Myeloid","Acute Myeloid Leukemia","Myeloid Leukemia Associated with Down Syndrome","MLADS",NA,FALSE,"SLC2A1"
"ACH-001038","COG-E-352","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",0.115162291928583,FALSE,"SLC2A1"
"ACH-001039","COLO 205","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.678374323877229,FALSE,"SLC2A1"
"ACH-001041","CHL-1-DM","Skin","Melanoma","Melanoma","MEL",-0.498489004533617,FALSE,"SLC2A1"
"ACH-001042","COLO-704","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"SLC2A1"
"ACH-001043","COLO 775","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"SLC2A1"
"ACH-001044","COLO 818","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"SLC2A1"
"ACH-001045","COLO 849","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"SLC2A1"
"ACH-001046","COR-L26","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-001047","COR-L51","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-001048","COV504","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",-0.188571374661164,FALSE,"SLC2A1"
"ACH-001049","CPC-N","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-001050","CW9019","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",-0.689407951054676,FALSE,"SLC2A1"
"ACH-001052","D384","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",NA,TRUE,"SLC2A1"
"ACH-001053","D425","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-0.678497430492144,TRUE,"SLC2A1"
"ACH-001054","D458","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-0.592102937597103,TRUE,"SLC2A1"
"ACH-001055","D556","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",NA,TRUE,"SLC2A1"
"ACH-001057","DERL-2","Lymphoid","Mature T and NK Neoplasms","Hepatosplenic T-cell Lymphoma","HSTCL",NA,FALSE,"SLC2A1"
"ACH-001059","DL","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",NA,FALSE,"SLC2A1"
"ACH-001060","DL-40","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ALCLALKN",NA,FALSE,"SLC2A1"
"ACH-001061","DLD-1","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.887939560438928,FALSE,"SLC2A1"
"ACH-001063","DOV13","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"SLC2A1"
"ACH-001064","EB-2","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"SLC2A1"
"ACH-001065","Evsa-T","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC",-0.220786102986781,FALSE,"SLC2A1"
"ACH-001066","EWS-834","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-001067","F5","CNS/Brain","Meningothelial Tumor","Meningioma","MNG",-0.0252577152042154,FALSE,"SLC2A1"
"ACH-001068","FE-PD","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ALCLALKN",NA,FALSE,"SLC2A1"
"ACH-001071","GLC-82","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ECAD",NA,FALSE,"SLC2A1"
"ACH-001072","GR-M","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"SLC2A1"
"ACH-001075","NCI-H292","Lung","Non-Small Cell Lung Cancer","Mucoepidermoid Carcinoma of the Lung","LUMEC",-0.155995163725597,FALSE,"SLC2A1"
"ACH-001079","HCC1897","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",NA,FALSE,"SLC2A1"
"ACH-001081","HCC2998","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.638965981837782,FALSE,"SLC2A1"
"ACH-001084","HCT-8","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-001086","HeLa","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ECAD",NA,FALSE,"SLC2A1"
"ACH-001087","HK-2","Kidney","Non-Cancerous","Immortalized Embyonic Kidney Cells","",NA,FALSE,"SLC2A1"
"ACH-001088","HLC-1","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-001089","HLE","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",NA,FALSE,"SLC2A1"
"ACH-001090","HN","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",NA,FALSE,"SLC2A1"
"ACH-001091","HRT18","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-001093","Hs 604.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"SLC2A1"
"ACH-001094","HTK-","Bone","Osteosarcoma","Osteosarcoma","OS",NA,FALSE,"SLC2A1"
"ACH-001096","JR","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",-0.26325829950583,FALSE,"SLC2A1"
"ACH-001097","KARPAS-384","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"SLC2A1"
"ACH-001098","KCI-MOH1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.14356700442224,FALSE,"SLC2A1"
"ACH-001099","KD","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",0.149550584366558,FALSE,"SLC2A1"
"ACH-001100","KHYG-1","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL",NA,FALSE,"SLC2A1"
"ACH-001101","KLM-1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"SLC2A1"
"ACH-001106","KOPN-8","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged","BLLKMT2A",NA,FALSE,"SLC2A1"
"ACH-001107","KP-1N","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-0.927628666991775,FALSE,"SLC2A1"
"ACH-001109","KP-MRT-RY","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",NA,FALSE,"SLC2A1"
"ACH-001111","L82","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ALCLALKP",-0.299424018799453,FALSE,"SLC2A1"
"ACH-001113","LC-1/sq-SF","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",NA,FALSE,"SLC2A1"
"ACH-001118","M059J","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-001119","Mac-2A","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ALCLALKN",-0.0789992504376963,FALSE,"SLC2A1"
"ACH-001121","MEC2","Lymphoid","Mature B-Cell Neoplasms","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","CLLSLL",NA,FALSE,"SLC2A1"
"ACH-001122","MKL-1","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"SLC2A1"
"ACH-001123","MKL-2","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"SLC2A1"
"ACH-001125","MOG-G-CCM","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","AASTR",NA,FALSE,"SLC2A1"
"ACH-001126","MOG-G-UVW","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","AASTR",-0.573302053998738,FALSE,"SLC2A1"
"ACH-001127","MOLT-4","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",NA,FALSE,"SLC2A1"
"ACH-001128","MON","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",0.219802977557641,FALSE,"SLC2A1"
"ACH-001129","MONO-MAC-1","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",-0.434987961352607,FALSE,"SLC2A1"
"ACH-001130","MOTN-1","Lymphoid","Mature T and NK Neoplasms","T-Cell Large Granular Lymphocytic Leukemia","TLGL",NA,FALSE,"SLC2A1"
"ACH-001131","MS-1","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"SLC2A1"
"ACH-001132","MTA","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL",NA,FALSE,"SLC2A1"
"ACH-001134","MYLA","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",0.0410121161507889,FALSE,"SLC2A1"
"ACH-001136","NCI-H187","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-001137","NCI-H1993","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.519253877035741,FALSE,"SLC2A1"
"ACH-001138","NCI-H2141","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-001142","NHAHTDD","CNS/Brain","Non-Cancerous","Immortalized Epithelial Cells, CNS","",NA,FALSE,"SLC2A1"
"ACH-001143","NKL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL",NA,FALSE,"SLC2A1"
"ACH-001144","OC315","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"SLC2A1"
"ACH-001145","OC 316","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",0.0688327587396679,FALSE,"SLC2A1"
"ACH-001146","OCI-Ly10","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC",NA,FALSE,"SLC2A1"
"ACH-001147","OCI-Ly12","Lymphoid","Mature T and NK Neoplasms","Follicular T-Cell Lymphoma","FTCL",NA,FALSE,"SLC2A1"
"ACH-001148","OCILY-132","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"SLC2A1"
"ACH-001150","OUMS-27","Bone","Chondrosarcoma","Chondrosarcoma","CHS",NA,FALSE,"SLC2A1"
"ACH-001151","OVCAR-5","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.692828601663519,FALSE,"SLC2A1"
"ACH-001162","PCM6","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"SLC2A1"
"ACH-001163","CCLF_PEDS_0001_T","Kidney","Renal Cell Carcinoma","Renal Medullary Carcinoma","MRC",0.00492028829913083,FALSE,"SLC2A1"
"ACH-001164","CCLF_PEDS_0003_T","Soft Tissue","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","MFH",-0.663667553658027,FALSE,"SLC2A1"
"ACH-001170","PeTa","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"SLC2A1"
"ACH-001171","PL45","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"SLC2A1"
"ACH-001172","U-251 MG DM","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-0.156710137216974,FALSE,"SLC2A1"
"ACH-001175","RCC-4","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"SLC2A1"
"ACH-001182","RPMI 6666","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"SLC2A1"
"ACH-001183","RT112/84","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.024449075339063,FALSE,"SLC2A1"
"ACH-001184","SCMC-RM2","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",-0.302267999631451,FALSE,"SLC2A1"
"ACH-001188","SH-SY5Y","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.761896397035634,FALSE,"SLC2A1"
"ACH-001189","SJRH-30","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",NA,FALSE,"SLC2A1"
"ACH-001190","SK-MEL-2","Skin","Melanoma","Melanoma","MEL",-0.275263817143484,FALSE,"SLC2A1"
"ACH-001192","SK-NEP-1","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.408410258046463,FALSE,"SLC2A1"
"ACH-001193","SK-PN-DW","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.426952873166508,FALSE,"SLC2A1"
"ACH-001194","SK-RC-31","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",-0.145151770190416,FALSE,"SLC2A1"
"ACH-001196","SMS-CTR","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS",-0.14730815560087,FALSE,"SLC2A1"
"ACH-001197","SMZ-1","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","MTNN",-0.341536369489339,FALSE,"SLC2A1"
"ACH-001198","SNB19","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",NA,FALSE,"SLC2A1"
"ACH-001199","SNUC2B","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-001200","STM91-01","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",NA,FALSE,"SLC2A1"
"ACH-001201","SU-MB-002","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",NA,TRUE,"SLC2A1"
"ACH-001203","SUP-HD1","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL",NA,FALSE,"SLC2A1"
